Address,Zip,List Price,Close Price,Subsidy,BRs,Bas,1/2 Bas,Close Date
205 17TH ST SE,20003," $549,900 "," $546,000 ", $-   ,2,1,1,1/31/2014
1342 L ST SE,20003," $479,000 "," $485,000 "," $14,550 ",2,1,0,1/31/2014
1533 EAST CAPITOL ST SE,20003," $1,225,000 "," $1,200,000 "," $3,000 ",5,4,1,1/31/2014
901 SOUTH CAROLINA AVE SE #3,20003," $369,000 "," $351,750 ", $-   ,1,1,0,1/31/2014
675 E ST NW #200,20004," $575,000 "," $560,000 ", $-   ,1,1,1,1/8/2014
925 H NW #606h,20004," $862,000 "," $862,000 ", $-   ,2,2,0,1/7/2014
925 H ST NW #904,20004," $1,147,000 "," $1,147,000 ", $-   ,2,2,1,1/29/2014
920 I ST NW #606,20005," $1,485,000 "," $1,485,000 "," $14,850 ",2,2,1,1/6/2014
925 H ST NW #706,20005," $837,750 "," $837,750 ", $-   ,2,2,0,1/8/2014
1529 14TH ST NW #402,20005," $528,555 "," $525,000 ", $-   ,1,2,0,1/10/2014
920 I ST NW #510,20005," $973,000 "," $973,000 "," $9,730 ",2,2,0,1/24/2014
1440 CHURCH ST NW #609,20005," $919,900 "," $910,000 "," $6,000 ",2,2,0,1/27/2014
925 H ST NW #905,20005," $587,000 "," $653,236 "," $5,870 ",1,1,1,1/27/2014
1312 MASSACHUSETTS AVE NW #403,20005," $389,500 "," $385,000 "," $2,000 ",1,1,0,1/28/2014
3027 CAMBRIDGE PL NW,20007," $850,000 "," $874,000 ", $-   ,3,2,1,1/17/2014
3320 N ST NW,20007," $2,500,000 "," $2,050,000 ", $-   ,5,3,1,1/6/2014
1238 29TH ST NW,20007," $950,000 "," $930,000 "," $2,500 ",2,1,1,1/24/2014
3021 Q ST NW,20007," $3,995,000 "," $3,400,000 "," $23,000 ",8,5,1,1/15/2014
3900 TUNLAW RD NW #520,20007," $210,000 "," $202,500 ", $-   ,1,1,0,1/29/2014
1544 33RD ST NW,20007," $1,695,000 "," $1,600,000 ", $-   ,3,2,1,1/7/2014
1418 33RD ST NW,20007," $4,200,000 "," $3,875,000 ", $-   ,4,4,1,1/15/2014
3052 R ST NW #303,20007," $1,350,000 "," $1,300,000 ", $-   ,2,2,1,1/29/2014
1608 34TH ST NW,20007," $799,000 "," $749,000 ", $-   ,2,1,1,1/17/2014
2111 WISCONSIN AVE NW #516,20007," $450,000 "," $445,000 ", $-   ,2,1,0,1/2/2014
3251 PROSPECT ST NW #R-301,20007," $1,075,000 "," $1,030,000 ", $-   ,2,2,0,1/16/2014
3271 PROSPECT ST NW,20007," $699,000 "," $765,000 ", $-   ,2,1,1,1/6/2014
3733 BENTON ST NW,20007," $619,000 "," $609,000 ", $-   ,3,1,0,1/31/2014
4471 MACARTHUR BLVD NW #301,20007," $257,900 "," $255,000 ", $300 ,1,1,0,1/29/2014
3633 WINFIELD LN NW,20007," $1,395,000 "," $1,395,000 ", $-   ,4,4,1,1/10/2014
2500 Q ST NW #121,20007," $755,000 "," $755,000 "," $58,076 ",2,2,0,1/31/2014
3612 WHITEHAVEN PKWY NW,20007," $799,900 "," $795,000 ", $-   ,3,2,0,1/17/2014
4458 RESERVOIR RD NW,20007," $759,895 "," $765,000 ", $-   ,4,2,0,1/16/2014
2417 TUNLAW RD NW,20007," $749,999 "," $765,000 ", $-   ,4,2,0,1/14/2014
1648 35TH ST NW,20007," $1,550,000 "," $1,450,000 ", $-   ,4,3,2,1/31/2014
4840 MACARTHUR BLVD NW #205-C,20007," $239,900 "," $234,000 ", $-   ,1,1,0,1/29/2014
2421 39TH PL NW,20007," $850,000 "," $875,000 ", $-   ,3,3,0,1/15/2014
2801 NEW MEXICO AVE NW #519,20007," $655,000 "," $655,000 ", $-   ,2,2,0,1/19/2014
1237 31ST ST NW,20007," $896,349 "," $896,349 ", $-   ,3,2,1,1/16/2014
4532 WESTHALL DR NW,20007," $1,500,000 "," $1,500,000 ", $-   ,3,3,1,1/28/2014
1239 31ST ST NW,20007," $976,200 "," $976,200 "," $35,000 ",3,3,0,1/27/2014
3225 N ST NW,20007," $1,795,000 "," $1,530,000 ", $-   ,4,4,1,1/29/2014
3265 N ST NW,20007," $4,200,000 "," $4,200,000 ", $-   ,3,3,2,1/27/2014
1805 KALORAMA SQ NW #3,20008," $2,250,000 "," $2,037,500 ", $-   ,3,3,0,1/1/2014
2700 CALVERT ST NW #318,20008," $1,795,000 "," $1,450,000 ", $-   ,4,3,1,1/3/2014
2939 VAN NESS ST NW #344,20008," $250,000 "," $250,000 ", $-   ,1,1,0,1/6/2014
3200 HIGHLAND PL NW,20008," $2,850,000 "," $2,850,000 ", $-   ,5,5,1,1/7/2014
3001 VEAZEY TER NW #426,20008," $414,900 "," $415,000 ", $-   ,2,2,0,1/7/2014
2700 CALVERT ST NW #518,20008," $1,795,000 "," $1,795,000 ", $-   ,2,2,1,1/8/2014
1814 24TH ST NW,20008," $1,795,000 "," $1,795,000 ", $-   ,4,3,1,1/8/2014
3601 CONNECTICUT N #518,20008," $439,000 "," $439,000 ", $500 ,1,1,0,1/8/2014
3601 CONNECTICUT AVE NW #110,20008," $765,000 "," $780,000 ", $-   ,2,2,0,1/8/2014
3195 PORTER ST NW,20008," $875,000 "," $875,000 ", $-   ,3,2,0,1/8/2014
3701 CONNECTICUT AVE NW #915,20008," $215,900 "," $209,900 ", $-   ,1,1,0,1/10/2014
3701 CONNECTICUT NW #812,20008," $315,000 "," $295,000 ", $-   ,1,1,0,1/13/2014
2650 WOODLEY PL NW,20008," $870,000 "," $880,000 ", $-   ,3,2,2,1/13/2014
2616 GARFIELD ST NW #3,20008," $899,900 "," $840,000 ", $-   ,2,2,1,1/15/2014
4601 RENO RD NW,20008," $1,139,000 "," $1,255,000 ", $-   ,4,2,2,1/15/2014
5191 LINNEAN TER NW,20008," $898,900 "," $865,000 ", $-   ,4,3,0,1/17/2014
3001 VEAZEY TER NW #1522,20008," $520,000 "," $534,000 ", $-   ,2,2,0,1/23/2014
4514 CONNECTICUT AVE NW #404,20008," $337,000 "," $340,000 ", $-   ,1,1,0,1/27/2014
2535 WATERSIDE DR NW,20008," $975,000 "," $950,000 ", $-   ,3,2,2,1/29/2014
2755 ORDWAY ST NW #308,20008," $336,000 "," $326,250 ", $-   ,1,1,0,1/30/2014
2829 CONNECTICUT AVE NW #204,20008," $300,000 "," $324,000 "," $6,480 ",1,1,0,1/30/2014
3900 CONNECTICUT AVE NW #302F,20008," $318,000 "," $318,000 "," $1,200 ",1,1,0,1/31/2014
1440 W ST NW #306,20009," $49,000 "," $113,178 ", $-   ,1,1,0,1/29/2014
1918 17TH ST NW,20009," $2,350,000 "," $2,258,000 "," $60,966 ",8,7,1,1/2/2014
2038 18TH ST NW #102,20009," $450,000 "," $437,500 ", $-   ,2,1,1,1/17/2014
1882 COLUMBIA RD NW #203,20009," $995,000 "," $960,000 ", $-   ,2,2,0,1/24/2014
2200 17TH ST NW #205,20009," $799,999 "," $785,000 ", $-   ,2,2,1,1/6/2014
1438 COLUMBIA RD NW #103,20009," $477,750 "," $477,750 ", $-   ,2,2,0,1/7/2014
1661 CRESCENT PL NW #102,20009," $599,495 "," $625,000 ", $-   ,2,2,0,1/15/2014
1725 NEW HAMPSHIRE AVE NW #202,20009," $509,000 "," $500,000 ", $-   ,2,2,0,1/27/2014
1901 WYOMING AVE NW #67,20009," $299,000 "," $270,000 ", $-   ,1,1,0,1/17/2014
1954 COLUMBIA RD NW #411,20009," $479,900 "," $462,500 ", $-   ,3,2,0,1/14/2014
1701 16TH ST NW #526,20009," $330,000 "," $315,000 ", $-   ,1,1,0,1/8/2014
1812 T ST NW,20009," $1,125,000 "," $1,056,701 ", $-   ,3,2,1,1/17/2014
1711 S ST NW,20009," $2,250,000 "," $2,000,000 ", $-   ,6,3,1,1/8/2014
2039 NEW HAMPSHIRE AVE NW #201,20009," $374,500 "," $374,500 ", $-   ,1,1,0,1/10/2014
1441 EUCLID ST NW #105,20009," $174,500 "," $170,000 ", $-   ,0,1,0,1/22/2014
1130 COLUMBIA RD NW #1,20009," $499,990 "," $499,990 ", $-   ,2,2,0,1/14/2014
1209 S ST NW,20009," $1,699,000 "," $1,679,000 ", $-   ,4,4,1,1/24/2014
1401 COLUMBIA RD NW #303,20009," $329,000 "," $329,000 ", $-   ,1,1,0,1/17/2014
1615 Q ST NW #404,20009," $459,000 "," $443,000 ", $500 ,2,1,0,1/10/2014
2100 19TH ST NW ##605,20009," $349,555 "," $349,555 "," $5,000 ",2,1,0,1/30/2014
1336 W ST NW,20009," $1,500,000 "," $1,250,000 ", $-   ,6,4,2,1/15/2014
1789 LANIER PL NW #23,20009," $574,900 "," $565,000 ", $-   ,3,1,0,1/17/2014
2360 CHAMPLAIN ST NW #3.2,20009," $694,900 "," $732,400 "," $2,500 ",2,2,0,1/22/2014
2292 CHAMPLAIN ST NW,20009," $775,000 "," $760,000 "," $18,000 ",2,2,1,1/31/2014
2360 CHAMPLAIN ST NW #4.4,20009," $499,900 "," $539,300 "," $8,000 ",1,1,0,1/22/2014
2360 CHAMPLAIN ST NW #B2,20009," $485,000 "," $487,500 ", $-   ,1,1,1,1/28/2014
1401 COLUMBIA RD NW #106,20009," $299,900 "," $295,000 ", $350 ,1,1,0,1/14/2014
1731 R ST NW,20009," $1,750,000 "," $1,650,000 ", $-   ,4,4,1,1/28/2014
1852 COLUMBIA RD NW ##104,20009," $349,999 "," $345,000 ", $-   ,1,1,0,1/8/2014
2003 13TH ST NW,20009," $713,000 "," $713,000 ", $-   ,3,1,1,1/28/2014
1300 EUCLID ST NW #2,20009," $329,000 "," $325,000 "," $6,000 ",1,1,0,1/31/2014
1920 S ST NW #106,20009," $395,000 "," $395,000 "," $3,425 ",1,1,0,1/22/2014
1654 EUCLID ST NW #303,20009," $535,000 "," $535,000 ", $-   ,2,2,0,1/3/2014
1714 SWANN ST NW #2,20009," $599,500 "," $592,500 ", $-   ,2,1,1,1/15/2014
2440 16TH ST NW #512,20009," $359,900 "," $359,900 ", $-   ,1,1,0,1/8/2014
2301 CHAMPLAIN ST NW #101,20009," $579,900 "," $570,000 "," $4,000 ",2,2,0,1/24/2014
1354 EUCLID ST NW #B-401,20009," $369,000 "," $353,000 ", $-   ,1,1,1,1/17/2014
2032 BELMONT RD NW #106,20009," $399,000 "," $399,000 ", $-   ,1,1,0,1/7/2014
1448 HARVARD ST NW #T-1,20009," $349,000 "," $349,000 ", $-   ,1,1,0,1/3/2014
1448 HARVARD ST NW #UNIT 3,20009," $449,000 "," $475,000 ", $-   ,2,1,1,1/6/2014
1448 HARVARD ST NW #UNIT 4,20009," $569,000 "," $560,000 "," $1,500 ",2,2,0,1/6/2014
1451 BELMONT ST NW #118,20009," $625,000 "," $651,000 ", $-   ,2,2,0,1/29/2014
2360 CHAMPLAIN ST NW #1.1,20009," $674,900 "," $709,900 "," $20,000 ",2,2,0,1/24/2014
1458 FAIRMONT ST NW #2,20009," $449,000 "," $435,000 ", $-   ,2,1,0,1/21/2014
2312 17TH ST NW #2,20009," $325,000 "," $360,000 "," $10,000 ",1,1,0,1/22/2014
2801 ADAMS MILL RD NW #212,20009," $309,900 "," $309,900 ", $-   ,1,1,0,1/14/2014
2325 ASHMEAD PL NW,20009," $1,249,900 "," $1,200,000 "," $10,000 ",4,3,1,1/15/2014
1425 T ST NW #602,20009," $95,813 "," $95,813 ", $-   ,2,1,0,1/31/2014
1425 T ST NW #502,20009," $95,813 "," $95,813 ", $-   ,2,1,0,1/31/2014
1440 W ST NW #308,20009," $145,382 "," $139,362 ", $-   ,2,1,0,1/31/2014
1451 BELMONT ST NW #416,20009," $675,000 "," $675,000 "," $3,500 ",2,2,0,1/31/2014
1435 EUCLID ST NW #PH,20009," $780,000 "," $770,000 ", $-   ,2,2,1,1/24/2014
1731 WILLARD ST NW #203,20009," $324,900 "," $324,900 ", $-   ,1,1,0,1/31/2014
1725 NEW HAMPSHIRE AVE NW #607,20009," $379,000 "," $371,500 ", $-   ,1,1,0,1/24/2014
1605 S ST NW #1,20009," $549,000 "," $550,000 "," $12,278 ",2,2,0,1/17/2014
1430 FLORIDA AVE NW,20009," $629,900 "," $615,000 "," $11,000 ",2,2,0,1/2/2014
1855 LAMONT ST NW,20010," $619,900 "," $641,000 ", $-   ,1,1,0,1/13/2014
3417 MOUNT PLEASANT ST NW,20010," $650,000 "," $650,000 ", $-   ,4,2,1,1/30/2014
1342 PERRY PL NW,20010," $649,000 "," $645,000 ", $-   ,3,2,0,1/7/2014
2027 ROSEMONT AVE NW,20010," $767,000 "," $757,500 "," $12,500 ",4,2,1,1/14/2014
3334 17TH ST NW,20010," $775,000 "," $775,000 "," $17,500 ",3,2,0,1/3/2014
745 NEWTON PL NW,20010," $559,000 "," $577,600 "," $13,690 ",3,2,0,1/10/2014
3625 11TH ST NW,20010," $629,000 "," $610,000 "," $5,500 ",3,3,0,1/24/2014
3404 13TH ST NW #102,20010," $589,000 "," $570,000 ", $-   ,2,2,0,1/31/2014
1451 PARK RD NW #311,20010," $254,900 "," $254,900 ", $-   ,1,1,0,1/29/2014
1438 MERIDIAN PL NW #4,20010," $259,000 "," $245,000 "," $5,000 ",2,1,0,1/23/2014
1830 LAMONT ST NW #PENTHOUSE,20010," $499,000 "," $499,000 "," $10,000 ",2,2,0,1/22/2014
3511 13TH ST NW #403,20010," $384,900 "," $384,900 "," $2,000 ",2,1,0,1/6/2014
1524 SPRING PL NW,20010," $774,000 "," $774,000 "," $4,000 ",4,3,1,1/16/2014
3220 17TH ST NW #107,20010," $539,000 "," $530,000 ", $-   ,2,2,0,1/3/2014
1505 SPRING PL NW,20010," $522,000 "," $470,000 ", $-   ,3,1,0,1/17/2014
1412 PARKWOOD PL NW,20010," $599,900 "," $604,000 "," $9,000 ",4,3,1,1/31/2014
762 PARK RD NW #1,20010," $575,000 "," $585,000 ", $-   ,2,2,0,1/31/2014
762 PARK RD NW #4,20010," $599,000 "," $609,000 "," $2,000 ",2,2,0,1/27/2014
1831 INGLESIDE TER NW,20010," $750,000 "," $810,000 ", $-   ,3,2,1,1/15/2014
1390 KENYON ST NW #726,20010," $524,555 "," $520,000 ", $-   ,2,2,0,1/8/2014
3511 13TH ST NW #102,20010," $329,900 "," $334,900 "," $2,300 ",1,1,0,1/21/2014
649 KENYON ST NW,20010," $589,000 "," $620,000 ", $-   ,4,2,0,1/11/2014
3511 13TH ST NW #305,20010," $469,900 "," $469,900 "," $12,000 ",2,1,0,1/24/2014
3413 SHERMAN AVE NW #2,20010," $699,900 "," $700,000 "," $15,000 ",2,2,1,1/24/2014
3606 ROCK CREEK CHURCH ROAD NW #304,20010," $249,900 "," $259,900 "," $2,000 ",1,1,0,1/17/2014
762 PARK RD NW #6,20010," $625,000 "," $650,500 ", $-   ,2,2,0,1/28/2014
3636 PARK PL NW,20010," $599,000 "," $620,500 "," $2,500 ",3,2,1,1/31/2014
758 MORTON ST NW,20010," $679,000 "," $715,000 ", $-   ,3,3,1,1/28/2014
1811 IRVING ST NW,20010," $885,000 "," $910,000 ", $-   ,4,3,0,1/24/2014
5414 1ST PL NW #303,20011," $239,900 "," $233,000 "," $2,000 ",2,2,0,1/30/2014
5611 5TH ST NW #21,20011," $179,000 "," $179,000 ", $-   ,1,1,0,1/16/2014
212 WEBSTER ST NE,20011," $299,000 "," $295,000 "," $8,850 ",4,2,0,1/8/2014
5610 5TH ST NW,20011," $250,000 "," $290,000 "," $5,000 ",3,1,0,1/3/2014
4505 COLORADO AVE NW,20011," $649,900 "," $600,000 ", $-   ,3,1,2,1/17/2014
719 MADISON ST NW,20011," $477,000 "," $477,000 ", $-   ,4,2,1,1/6/2014
1500 FARRAGUT ST NW,20011," $1,500,000 "," $1,395,000 ", $-   ,10,9,0,1/2/2014
614 ROXBORO PL NW,20011," $449,900 "," $430,000 "," $9,000 ",3,3,1,1/22/2014
1219 KENNEDY ST NW,20011," $400,000 "," $365,000 ", $-   ,3,1,0,1/17/2014
5014 ARKANSAS AVE NW,20011," $565,000 "," $550,000 "," $2,700 ",4,2,2,1/17/2014
6024 NORTH DAKOTA AVE NW,20011," $489,000 "," $489,000 "," $4,300 ",4,1,3,1/21/2014
5712 3RD PL NW,20011," $499,900 "," $499,900 ", $-   ,4,2,0,1/27/2014
523 KENNEDY ST NW,20011," $300,000 "," $300,000 ", $-   ,3,2,0,1/17/2014
4805 4TH ST NW #1,20011," $249,900 "," $238,000 ", $-   ,1,1,0,1/31/2014
738 LONGFELLOW ST NW #402,20011," $99,000 "," $105,000 ", $573 ,2,1,0,1/10/2014
5369 CHILLUM PL NE,20011," $255,000 "," $255,000 ", $-   ,3,1,1,1/7/2014
5 KENNEDY ST NE,20011," $419,000 "," $405,000 ", $-   ,2,2,1,1/18/2014
4100 5TH ST NW,20011," $399,000 "," $390,000 ", $-   ,4,1,1,1/2/2014
1209 JAMAICA ST NE,20011," $439,000 "," $420,000 ", $-   ,3,2,1,1/15/2014
6201 14TH ST NW,20011," $599,000 "," $585,000 "," $4,000 ",3,2,1,1/23/2014
