Address,Zip,List Price,Close Price,Subsidy,BRs,Bas,1/2 Bas,Close Date
906 ALLISON ST NW,20011," $450,000 "," $399,999 ", $-   ,3,1,1,2/3/2014
641 GALLATIN ST NW,20011," $680,000 "," $680,000 ", $-   ,3,2,1,2/7/2014
1348 RITTENHOUSE ST NW,20011," $439,000 "," $439,000 "," $10,000 ",2,2,0,2/14/2014
1 MISSOURI AVE NW,20011," $449,900 "," $385,000 ", $-   ,3,2,1,2/11/2014
5106 NEW HAMPSHIRE AVE NW,20011," $400,000 "," $410,000 ", $-   ,3,2,0,2/21/2014
3821 14TH ST NW,20011," $1,285,000 "," $1,285,000 ", $-   ,4,3,0,2/11/2014
3809 7TH ST NW,20011," $750,000 "," $750,000 ", $-   ,4,4,1,2/26/2014
621 HAMILTON ST NW,20011," $320,000 "," $320,000 ", $-   ,2,2,0,2/28/2014
422 BUTTERNUT ST NW ##201,20012," $419,000 "," $399,000 ", $-   ,2,1,1,2/21/2014
7448 7TH ST NW,20012," $485,000 "," $480,000 ", $3 ,3,2,1,2/14/2014
1729 VERBENA ST NW,20012," $799,900 "," $763,500 ", $-   ,4,3,1,2/21/2014
6400 9TH ST NW,20012," $699,000 "," $685,000 ", $-   ,4,3,1,2/14/2014
1412 LEEGATE RD NW,20012," $675,000 "," $660,000 ", $-   ,5,2,1,2/6/2014
6525 PINEY BRANCH RD NW,20012," $699,000 "," $690,000 ", $-   ,4,3,1,2/28/2014
1440 ASPEN ST NW,20012," $564,000 "," $572,500 ", $-   ,3,2,1,2/21/2014
309 WHITTIER ST NW,20012," $449,000 "," $454,000 "," $5,000 ",3,2,0,2/17/2014
6516 EASTERN AVE NE,20012," $180,000 "," $182,000 ", $-   ,2,1,1,2/24/2014
554 BRUMMEL CT NW #554,20012," $379,000 "," $385,000 ", $-   ,3,2,1,2/14/2014
422 BUTTERNUT ST NW #105,20012," $353,000 "," $335,000 "," $5,000 ",1,2,0,2/28/2014
1913 SUDBURY RD NW,20012," $659,900 "," $699,000 ", $-   ,3,2,1,2/10/2014
6812 6TH ST NW,20012," $799,900 "," $800,000 ", $-   ,5,3,1,2/28/2014
7518 EASTERN AVE NW,20012," $225,000 "," $238,720 "," $2,626 ",3,1,1,2/27/2014
6901 WESTERN AVE NW,20015," $1,100,000 "," $1,075,000 "," $24,638 ",5,4,1,2/14/2014
5310 CONNECTICUT AVE NW #15,20015," $719,900 "," $735,000 "," $16,000 ",3,3,1,2/19/2014
3045 ABERFOYLE PL NW,20015," $2,100,000 "," $2,114,000 ", $-   ,7,7,3,2/14/2014
4130 MILITARY RD NW,20015," $850,000 "," $850,000 ", $-   ,4,2,2,2/14/2014
6205 33RD ST NW,20015," $1,029,000 "," $1,029,000 ", $-   ,3,3,1,2/28/2014
3205 OLIVER ST NW,20015," $1,295,000 "," $1,250,000 ", $-   ,5,3,1,2/28/2014
5108 WARREN PL NW,20016," $1,499,000 "," $1,405,000 ", $-   ,4,4,1,2/18/2014
4200 CATHEDRAL AVE NW #606,20016," $299,500 "," $299,500 "," $8,050 ",2,2,0,2/21/2014
3900 WATSON PL NW #A-8B,20016," $539,500 "," $524,000 ", $-   ,2,2,1,2/20/2014
5009 SHERIER PL NW,20016," $1,685,000 "," $1,615,000 "," $4,700 ",5,6,0,2/14/2014
5036 MASSACHUSETTS AVE NW,20016," $1,499,000 "," $1,450,000 ", $-   ,5,4,0,2/7/2014
4437 KLINGLE ST NW,20016," $1,545,000 "," $1,450,000 ", $-   ,4,3,2,2/14/2014
4408 SPRINGDALE ST NW,20016," $895,000 "," $900,000 ", $-   ,3,2,1,2/27/2014
3026 WISCONSIN AVE NW #108,20016," $259,900 "," $250,000 "," $5,400 ",1,1,0,2/11/2014
3051 IDAHO AVE NW #121,20016," $264,500 "," $259,500 ", $-   ,1,1,0,2/19/2014
3900 WATSON PL NW ##A-8A,20016," $299,000 "," $255,000 ", $-   ,1,1,0,2/28/2014
4101 ALBEMARLE ST NW #646,20016," $975,000 "," $962,500 ", $-   ,2,2,0,2/28/2014
5721 MACARTHUR BLVD NW,20016," $915,000 "," $915,000 "," $2,000 ",3,3,0,2/28/2014
4703 WARREN ST NW,20016," $935,000 "," $964,000 ", $-   ,3,3,1,2/20/2014
4829 UPTON ST NW,20016," $1,095,000 "," $1,160,000 ", $-   ,4,2,1,2/14/2014
5032 FULTON ST NW,20016," $865,000 "," $1,055,000 ", $-   ,3,2,1,2/6/2014
3804 KLINGLE PL NW,20016," $1,242,500 "," $1,242,500 ", $-   ,4,3,1,2/14/2014
5014 CATHEDRAL AVE NW,20016," $800,000 "," $800,000 ", $-   ,3,1,1,2/28/2014
3901 CATHEDRAL AVE NW #616,20016," $315,000 "," $335,000 ", $-   ,1,1,0,2/10/2014
3235 SUTTON PL NW #3235D,20016," $550,000 "," $580,000 ", $-   ,2,2,1,2/27/2014
3400 39TH ST NW #720,20016," $400,000 "," $411,000 ", $-   ,1,1,0,2/13/2014
4101 ALBEMARLE ST NW #612,20016," $950,000 "," $940,000 ", $-   ,2,2,0,2/12/2014
4839 WESTERN AVE NW,20016," $1,575,000 "," $1,550,000 ", $-   ,5,4,2,2/26/2014
3601 WISCONSIN AVE NW #311,20016," $277,000 "," $269,000 ", $250 ,1,1,0,2/18/2014
4206 EMBASSY PARK DR NW,20016," $749,000 "," $724,000 "," $4,000 ",2,3,1,2/11/2014
5027 13TH PL NE,20017," $250,000 "," $253,000 ", $-   ,3,1,1,2/28/2014
4705 12TH ST NE,20017," $365,000 "," $345,000 ", $-   ,3,1,1,2/28/2014
3008 12TH ST NE,20017," $585,000 "," $573,000 "," $6,500 ",4,3,1,2/12/2014
5129 DAKOTA AVE NE,20017," $250,000 "," $250,000 ", $-   ,3,1,1,2/18/2014
1217 UPSHUR ST NE,20017," $675,000 "," $672,500 ", $-   ,4,3,1,2/18/2014
820 CRITTENDEN ST NE,20017," $399,888 "," $397,500 "," $7,500 ",3,2,0,2/14/2014
735 EMERSON ST NE,20017," $335,000 "," $330,000 "," $6,600 ",2,1,1,2/12/2014
3404 15TH ST NE,20017," $649,900 "," $650,750 ", $-   ,4,3,1,2/14/2014
1333 LAWRENCE ST NE,20017," $559,000 "," $575,000 ", $-   ,4,2,0,2/19/2014
934 PERRY PL NE,20017," $465,000 "," $480,500 ", $-   ,3,2,0,2/27/2014
3719 12TH ST NE #206,20017," $179,900 "," $180,000 "," $1,000 ",1,1,0,2/20/2014
2504 22ND ST NE #6,20018," $125,000 "," $119,900 "," $2,487 ",1,1,0,2/11/2014
2504 22ND ST NE #4,20018," $119,900 "," $120,000 ", $-   ,1,1,0,2/14/2014
3122 CHERRY RD NE #37,20018," $207,000 "," $180,000 ", $-   ,3,2,1,2/28/2014
1020 RHODE ISLAND AVE NE,20018," $599,999 "," $585,000 "," $6,600 ",5,4,1,2/24/2014
2016 FRANKLIN ST NE,20018," $475,000 "," $446,000 "," $7,971 ",4,3,0,2/26/2014
2617 NEWTON ST NE,20018," $547,500 "," $537,000 ", $-   ,4,3,0,2/24/2014
2018 FRANKLIN ST NE,20018," $650,000 "," $615,000 ", $-   ,4,3,1,2/26/2014
2641 MYRTLE AVE NE,20018," $251,000 "," $275,000 ", $-   ,4,1,1,2/5/2014
2718 HAMLIN ST NE,20018," $499,900 "," $505,000 "," $15,000 ",4,2,1,2/26/2014
809 55TH ST NE,20019," $89,000 "," $108,750 ", $-   ,3,3,0,2/26/2014
190 35TH ST NE,20019," $155,000 "," $147,500 ", $-   ,2,1,0,2/28/2014
3421 B ST SE,20019," $159,000 "," $155,000 ", $-   ,3,1,1,2/12/2014
724 49TH PL NE,20019," $115,000 "," $95,000 ", $-   ,3,1,0,2/20/2014
203 63RD ST NE,20019," $80,000 "," $90,000 ", $-   ,2,1,0,2/12/2014
1112 51ST PL NE,20019," $239,900 "," $240,000 "," $4,500 ",3,2,1,2/26/2014
1140 44TH PL SE,20019," $289,900 "," $285,000 "," $9,975 ",3,2,0,2/24/2014
1025 49TH ST NE,20019," $185,000 "," $185,000 "," $5,550 ",2,1,0,2/28/2014
119 48TH PL NE,20019," $190,000 "," $200,000 "," $5,000 ",3,1,1,2/28/2014
3328 AMES ST NE,20019," $210,000 "," $210,000 ", $-   ,2,1,1,2/10/2014
232 56TH ST NE,20019," $199,999 "," $204,999 "," $5,000 ",2,2,0,2/20/2014
5115 F ST SE,20019," $310,000 "," $303,000 ", $-   ,4,3,1,2/14/2014
5512 FOOTE ST NE,20019," $200,000 "," $200,000 ", $-   ,3,1,1,2/20/2014
930 52ND ST NE,20019," $219,777 "," $219,777 "," $5,000 ",2,2,0,2/5/2014
3910 CAPITOL ST NE,20019," $265,000 "," $255,000 "," $3,000 ",3,1,1,2/14/2014
5552 BASS PL SE,20019," $109,000 "," $77,500 ", $-   ,2,1,0,2/28/2014
78 55TH ST SE,20019," $240,000 "," $240,000 ", $-   ,3,1,1,2/28/2014
4633 HANNA PL SE,20019," $240,000 "," $232,000 "," $6,960 ",3,2,1,2/28/2014
5539 CENTRAL AVE SE,20019," $115,000 "," $115,000 ", $-   ,2,1,0,2/28/2014
5408 E ST SE,20019," $299,000 "," $300,000 "," $7,500 ",4,3,1,2/28/2014
5119 CALL PL SE,20019," $310,000 "," $305,000 "," $9,000 ",4,3,1,2/28/2014
4430 FOOTE ST NE,20019," $189,000 "," $189,000 "," $4,000 ",2,1,0,2/28/2014
4025 D ST SE,20019," $215,000 "," $137,500 ", $-   ,3,1,1,2/6/2014
4414 FOOTE ST NE,20019," $249,000 "," $249,000 "," $9,000 ",5,3,0,2/21/2014
4216 MASSACHUSETTS AVE SE,20019," $265,999 "," $262,000 "," $7,860 ",3,1,1,2/19/2014
5124 E ST SE,20019," $300,000 "," $307,000 "," $9,150 ",4,3,1,2/21/2014
5005 AMES ST NE,20019," $380,000 "," $380,000 ", $-   ,3,3,0,2/14/2014
3828 BLAINE ST NE,20019," $249,900 "," $260,000 "," $2,500 ",3,2,0,2/7/2014
3969 AMES ST NE,20019," $150,000 "," $162,500 ", $-   ,3,2,0,2/18/2014
5122 E ST SE,20019," $300,000 "," $303,000 "," $5,000 ",4,3,1,2/14/2014
5304 C ST SE,20019," $295,900 "," $298,000 "," $9,330 ",4,3,1,2/24/2014
4127 LEE ST NE,20019," $269,900 "," $269,900 "," $7,950 ",4,2,0,2/4/2014
4110 AMES ST NE #102,20019," $95,000 "," $95,000 ", $-   ,2,1,0,2/21/2014
4508 LEE ST NE,20019," $115,000 "," $135,000 ", $-   ,2,1,2,2/24/2014
2924 M ST SE,20019," $189,900 "," $189,900 ", $-   ,2,1,0,2/28/2014
1409 RIDGE PL SE,20020," $170,000 "," $170,000 ", $-   ,3,2,0,2/28/2014
2130 YOUNG ST SE,20020," $265,500 "," $253,849 "," $10,000 ",4,2,1,2/20/2014
1925 ALABAMA AVE SE,20020," $99,500 "," $95,000 ", $-   ,2,1,0,2/28/2014
2317 16TH ST SE #303,20020," $59,000 "," $59,000 ", $-   ,1,1,0,2/14/2014
3191 WESTOVER DR SE,20020," $469,000 "," $465,000 "," $11,625 ",3,2,1,2/27/2014
2008 TRENTON PL SE,20020," $239,900 "," $235,000 "," $6,000 ",3,1,1,2/7/2014
1928 NAYLOR RD SE,20020," $325,000 "," $287,000 ", $-   ,3,1,0,2/4/2014
2916 S ST SE,20020," $221,000 "," $165,000 ", $-   ,3,1,2,2/14/2014
1512 FORT DAVIS PL SE,20020," $165,000 "," $153,000 ", $-   ,3,1,0,2/26/2014
1442 CONGRESS PL SE,20020," $99,000 "," $115,000 ", $-   ,2,1,0,2/19/2014
1637 R ST SE,20020," $189,900 "," $185,000 "," $9,000 ",2,1,1,2/14/2014
1350 TALBERT TER SE,20020," $145,000 "," $136,000 "," $1,000 ",2,1,0,2/12/2014
3405 21ST ST SE,20020," $220,000 "," $220,000 "," $7,200 ",3,1,1,2/14/2014
1688 FORT DUPONT ST SE,20020," $269,500 "," $265,500 ", $-   ,3,2,0,2/11/2014
3126 PENNSYLVANIA AVE SE,20020," $449,900 "," $450,000 ", $-   ,3,3,0,2/21/2014
1918 U PL SE,20020," $259,900 "," $243,000 "," $4,860 ",2,1,0,2/21/2014
2810 FORT BAKER DR SE,20020," $499,900 "," $499,000 "," $9,135 ",3,3,0,2/25/2014
1340 MORRIS RD SE,20020," $279,000 "," $279,000 ", $-   ,4,3,0,2/5/2014
2126 15TH ST SE,20020," $249,990 "," $250,000 ", $-   ,3,2,0,2/25/2014
520 N ST SW #S128,20024," $147,000 "," $150,000 ", $-   ,0,1,0,2/26/2014
1301 DELAWARE AVE SW #N116,20024," $155,000 "," $137,450 ", $-   ,1,1,0,2/28/2014
1435 4TH ST SW #B403,20024," $235,000 "," $230,000 "," $8,000 ",1,1,0,2/12/2014
1314 4TH ST SW #T-1314,20024," $439,000 "," $423,000 ", $-   ,3,2,0,2/3/2014
520 N ST SW #S-517,20024," $369,000 "," $369,000 ", $-   ,2,1,0,2/4/2014
1311 DELAWARE AVE SW #S546,20024," $124,000 "," $124,000 "," $3,100 ",1,1,0,2/24/2014
1311 DELAWARE AVE SW #S-244,20024," $150,000 "," $150,000 ", $500 ,1,1,0,2/26/2014
355 I ST SW #S-616,20024," $355,000 "," $355,000 ", $-   ,1,1,0,2/7/2014
355 I ST SW #S-425,20024," $439,000 "," $435,000 ", $300 ,2,1,0,2/7/2014
350 G ST SW #N-605,20024," $355,000 "," $355,000 ", $-   ,1,1,0,2/12/2014
400 O ST SW #401,20024," $299,900 "," $300,000 ", $-   ,1,1,0,2/28/2014
240 M ST SW #E502,20024," $239,900 "," $238,000 "," $6,400 ",1,1,1,2/28/2014
849 3RD ST SW #100,20024," $559,000 "," $544,000 ", $-   ,3,2,0,2/18/2014
1435 4TH ST SW #B402,20024," $234,900 "," $234,900 ", $-   ,1,1,0,2/19/2014
800 4TH ST SW #S-406,20024," $254,500 "," $254,500 ", $-   ,0,1,0,2/21/2014
560 N SW #N 512,20024," $299,000 "," $295,000 ", $-   ,1,1,0,2/20/2014
800 4TH ST SW #S-825,20024," $266,500 "," $266,500 ", $-   ,0,1,0,2/25/2014
718 BRANDYWINE ST SE #301,20032," $55,000 "," $55,000 ", $-   ,2,1,0,2/28/2014
3864 9TH ST SE ##201,20032," $64,000 "," $64,000 ", $-   ,2,1,0,2/21/2014
713 BRANDYWINE ST SE #102,20032," $33,300 "," $33,500 ", $-   ,1,1,0,2/11/2014
4733 1ST ST SW #103,20032," $38,000 "," $30,000 ", $-   ,1,1,0,2/25/2014
4721 1ST ST SW #301,20032," $60,000 "," $35,000 ", $-   ,1,1,0,2/28/2014
3615 MARTIN LUTHER KING JR AVE SE,20032," $60,000 "," $50,000 ", $-   ,3,1,0,2/20/2014
3425 5TH ST SE #32,20032," $59,000 "," $58,000 ", $-   ,1,1,0,2/28/2014
3214 8TH ST SE #6,20032," $80,000 "," $80,000 ", $-   ,2,1,0,2/5/2014
628 MILWAUKEE PL SE,20032," $120,000 "," $93,000 ", $-   ,2,2,1,2/26/2014
6 GALVESTON ST SW #301,20032," $59,900 "," $60,000 ", $-   ,2,1,0,2/25/2014
1514 17TH ST NW #B-5,20036," $199,000 "," $191,000 ", $-   ,0,1,0,2/6/2014
1 SCOTT CIR NW #101,20036," $299,900 "," $299,900 ", $-   ,1,1,0,2/27/2014
1711 MASSACHUSETTS AVE NW #416,20036," $340,000 "," $310,000 ", $-   ,0,1,0,2/28/2014
920 I ST NW #407,20001,"$633,000"," $633,000 ",$0,1,1,0,3/3/2014
1219 11TH ST NW,20001,"$1,050,000"," $1,000,000 ",$0,4,2,1,3/28/2014
1511 11TH ST NW #PH2,20001,"$650,000"," $650,000 ",$0,2,2,1,3/21/2014
55 M ST NW #103,20001,"$185,000"," $160,000 ","$2,000",1,1,0,3/20/2014
158 BRYANT ST NW #2,20001,"$649,900"," $659,900 ","$20,000",2,2,1,3/18/2014
401 M ST NW #1,20001,"$634,900"," $610,000 ",$0,2,2,1,3/21/2014
2615 SHERMAN AVE NW,20001,"$405,000"," $399,999 ",$0,3,1,1,3/5/2014
1612 5 NW #2,20001,"$585,000"," $589,000 ",$0,2,2,1,3/21/2014
2120 VERMONT AVE NW #618,20001,"$589,000"," $590,000 ","$17,700",2,2,0,3/5/2014
149 W ST NW #35,20001,"$249,900"," $246,082 ","$7,382",0,1,0,3/14/2014
1405 COLUMBIA ST NW,20001,"$649,900"," $650,000 ","$1,885",2,1,0,3/14/2014
149 W ST NW #14,20001,"$314,999"," $305,000 ",$300,1,1,0,3/27/2014
207 R ST NW #3,20001,"$399,900"," $399,900 ","$5,000",2,1,1,3/18/2014
536 HARVARD ST NW,20001,"$384,000"," $418,000 ","$5,100",3,1,0,3/17/2014
910 M ST NW #119,20001,"$475,000"," $428,000 ",$0,1,1,1,3/18/2014
400 MASSACHUSETTS AVE NW #219,20001,"$749,750"," $725,000 ",$0,2,2,1,3/31/2014
811 4TH ST NW #1008,20001,"$439,500"," $432,500 ","$5,000",1,1,0,3/12/2014
115 NEW YORK AVE NW #2,20001,"$395,000"," $392,000 ","$5,000",2,2,0,3/7/2014
811 4TH ST NW #1005,20001,"$670,000"," $650,000 ",$0,2,2,0,3/31/2014
723 GIRARD ST NW,20001,"$449,900"," $440,000 ",$0,3,1,1,3/7/2014
225 RHODE ISLAND AVE NW,20001,"$599,999"," $553,600 ",$0,4,2,1,3/7/2014
27 N ST NW #1,20001,"$549,900"," $527,500 ",$0,2,2,1,3/17/2014
136 ADAMS ST NW,20001,"$699,900"," $699,000 ","$1,500",2,2,0,3/7/2014
777 7TH ST NW #304,20001,"$389,500"," $389,500 ",$0,1,1,0,3/14/2014
2600 SHERMAN AVE NW #301,20001,"$250,000"," $250,000 ","$2,250",1,1,0,3/31/2014
400 MASSACHUSETTS AVE NW #612,20001,"$475,000"," $475,000 ",$0,1,1,0,3/5/2014
410 OAKDALE PL NW,20001,"$449,900"," $455,000 ","$10,000",2,1,1,3/7/2014
1869 3RD ST NW #B,20001,"$474,750"," $474,500 ",$0,2,2,0,3/21/2014
555 MASSACHUSETTS AVE NW #819,20001,"$445,000"," $442,500 ",$0,1,1,0,3/31/2014
440 L ST NW #812,20001,"$450,000"," $445,000 ",$0,1,1,0,3/14/2014
475 K ST NW #720,20001,"$451,000"," $451,000 ","$1,000",1,1,0,3/13/2014
301 MASSACHUSETTS AVE NW #703,20001,"$729,900"," $745,000 ",$0,2,2,0,3/21/2014
903 M ST NW #C,20001,"$299,000"," $320,000 ",$0,2,1,0,3/18/2014
440 L ST NW #409,20001,"$438,500"," $445,000 ","$22,000",2,1,0,3/24/2014
475 K ST NW #611,20001,"$465,000"," $465,000 ",$0,1,1,0,3/28/2014
475 K ST NW #821,20001,"$499,000"," $520,000 ",$0,2,1,0,3/26/2014
910 M ST NW #208,20001,"$439,000"," $441,251 ",$0,1,1,0,3/27/2014
137 T ST NW,20001,"$845,000"," $845,000 ",$0,4,3,1,3/28/2014
301 MASSACHUSETTS AVE NW #504,20001,"$418,000"," $418,000 ","$1,000",1,1,0,3/13/2014
475 K ST NW #902,20001,"$640,000"," $640,000 ","$20,000",2,2,0,3/18/2014
920 I ST NW #1005,20001,"$2,158,000"," $2,158,000 ",$0,2,2,1,3/19/2014
400 MASSACHUSETTS AVE NW #715,20001,"$470,000"," $470,000 ",$500,1,1,0,3/31/2014
1614 ISHERWOOD ST NE #202,20002,"$249,923"," $242,426 ",$0,2,1,0,3/25/2014
1118 K ST NE,20002,"$695,000"," $689,000 ",$0,3,3,1,3/14/2014
917 MARYLAND AVE NE,20002,"$1,200,000"," $1,200,000 ",$0,6,3,1,3/20/2014
1916 ROSEDALE ST NE,20002,"$475,000"," $472,500 ","$12,500",4,3,1,3/5/2014
635 20TH ST NE,20002,"$220,000"," $220,000 ",$0,2,1,0,3/27/2014
2 GIRARD ST NE,20002,"$574,900"," $580,000 ",$0,4,3,0,3/12/2014
333 2ND ST NE #202B,20002,"$334,900"," $339,900 ","$11,200",1,1,0,3/5/2014
108 15TH ST NE,20002,"$549,000"," $566,000 ","$16,980",3,2,0,3/13/2014
1937 BENNETT PL NE,20002,"$389,000"," $370,000 ","$7,850",4,2,0,3/19/2014
1831 2ND ST NE #408,20002,"$229,900"," $235,900 ","$6,000",1,1,0,3/31/2014
233 R ST NE #A,20002,"$549,000"," $530,000 ","$1,610",3,2,0,3/14/2014
718 12TH ST NE,20002,"$700,000"," $727,000 ","$10,000",3,2,1,3/25/2014
236 WARREN ST NE,20002,"$579,900"," $579,900 ",$0,2,2,0,3/17/2014
1354 QUEEN ST NE #202,20002,"$206,000"," $206,000 ","$4,500",2,2,0,3/18/2014
203 15TH ST NE,20002,"$759,999"," $755,000 ","$25,000",4,3,1,3/10/2014
1667 GALES ST NE,20002,"$525,000"," $495,000 ",$0,3,2,1,3/14/2014
1669 GALES ST NE,20002,"$515,000"," $490,000 ",$0,3,2,1,3/17/2014
1354 QUEEN ST NE #101,20002,"$201,000"," $201,000 ","$6,300",2,2,0,3/26/2014
1211 QUEEN ST NE,20002,"$499,999"," $515,000 ","$15,000",4,3,1,3/7/2014
1145 MORSE ST NE,20002,"$399,999"," $480,000 ",$3,3,2,0,3/24/2014
50 FRANKLIN ST NE,20002,"$478,200"," $480,000 ",$0,5,2,1,3/28/2014
915 9TH ST NE,20002,"$799,000"," $750,000 ",$0,3,2,1,3/7/2014
1213 18TH ST NE,20002,"$319,900"," $319,000 ","$9,570",3,1,0,3/26/2014
1426 C ST NE,20002,"$675,000"," $675,000 ","$33,750",4,3,0,3/7/2014
610 14TH PL NE #3,20002,"$285,000"," $287,450 ","$1,000",1,1,0,3/7/2014
539 24TH ST NE,20002,"$399,000"," $380,000 ",$0,2,1,1,3/27/2014
806 MARYLAND AVE NE #3,20002,"$399,000"," $390,000 ",$0,1,1,1,3/14/2014
28 Q ST NE #2,20002,"$649,900"," $655,000 ","$19,650",3,3,0,3/19/2014
1259 16TH ST NE,20002,"$399,900"," $395,000 ","$10,000",2,2,1,3/12/2014
1936 4TH ST NE,20002,"$599,000"," $590,000 ","$10,250",3,3,1,3/7/2014
1333 C ST NE,20002,"$739,000"," $745,050 ",$0,3,2,0,3/12/2014
1903 GALES ST NE,20002,"$375,000"," $325,000 ",$0,3,1,0,3/28/2014
1238 18TH PL NE,20002,"$488,000"," $488,000 ","$14,640",4,3,1,3/21/2014
1335 MARYLAND AVE NE,20002,"$1,345,000"," $1,320,000 ",$0,7,4,1,3/20/2014
1512 QUEEN ST NE,20002,"$350,000"," $325,000 ",$0,2,1,0,3/14/2014
1931 LINCOLN RD NE,20002,"$565,000"," $559,500 ","$6,200",3,2,0,3/20/2014
602 21ST ST NE,20002,"$522,000"," $522,000 ",$0,4,2,1,3/4/2014
1728 MONTELLO AVE NE,20002,"$270,000"," $250,000 ",$0,2,1,1,3/14/2014
1831 2ND ST NE #102,20002,"$279,900"," $279,900 ",$0,2,1,0,3/31/2014
1932 2ND ST NE,20002,"$629,000"," $630,000 ","$17,900",3,3,1,3/31/2014
1227 16TH ST NE,20002,"$225,000"," $261,500 ",$0,2,2,0,3/14/2014
1271 MORSE ST NE,20002,"$235,000"," $375,000 ",$0,2,2,0,3/4/2014
175 V ST NE,20002,"$600,000"," $600,000 ",$0,3,3,1,3/28/2014
12 8TH ST NE,20002,"$939,000"," $953,579 ",$0,3,3,1,3/6/2014
239 R ST NE #A,20002,"$559,000"," $580,000 ",$0,3,2,0,3/14/2014
606 13TH ST NE,20002,"$350,000"," $360,000 ",$0,3,1,0,3/12/2014
1353 MARYLAND AVE NE,20002,"$475,000"," $475,000 ",$0,3,1,0,3/7/2014
215 I ST NE #202,20002,"$525,000"," $525,000 ",$0,1,1,0,3/14/2014
1754 LYMAN PL NE,20002,"$257,000"," $257,000 ",$0,2,1,0,3/11/2014
2407 3RD ST NE,20002,"$559,000"," $569,000 ","$10,000",2,3,1,3/27/2014
11 2ND ST NE #305,20002,"$240,000"," $250,500 ",$0,1,1,0,3/13/2014
523 8TH ST NE #103,20002,"$411,000"," $450,000 ","$15,000",2,1,0,3/21/2014
525 9TH ST NE #103,20002,"$369,900"," $357,000 ",$0,1,1,0,3/21/2014
304 12TH ST NE,20002,"$938,500"," $961,000 ",$0,4,3,1,3/24/2014
1418 ORREN ST NE,20002,"$589,000"," $594,000 ",$0,4,3,1,3/20/2014
931 7TH ST NE,20002,"$768,500"," $826,000 ",$0,4,3,1,3/7/2014
1136 4TH ST NE,20002,"$549,900"," $470,000 ",$0,4,2,0,3/25/2014
513 12TH ST NE #6,20002,"$199,999"," $199,000 ",$0,1,1,0,3/21/2014
509 7TH ST NE,20002,"$949,000"," $985,000 ",$0,3,2,1,3/10/2014
440 12TH ST NE #105,20002,"$474,900"," $485,000 ",$0,2,1,0,3/18/2014
1151 MORSE ST NE,20002,"$380,000"," $451,500 ",$0,3,1,0,3/4/2014
326 14TH ST NE,20002,"$499,900"," $513,600 ",$0,2,1,0,3/12/2014
440 12TH ST NE #003,20002,"$448,500"," $444,250 ",$0,2,1,0,3/31/2014
608 A ST NE,20002,"$1,349,000"," $1,384,500 ",$0,3,2,1,3/21/2014
803 C ST NE,20002,"$779,000"," $810,000 ",$0,3,2,0,3/17/2014
1403 TRINIDAD AVE NE,20002,"$599,000"," $599,000 ",$0,4,3,1,3/25/2014
628 14TH ST NE #1,20002,"$650,000"," $675,000 ","$7,000",2,2,2,3/28/2014
1124 E ST NE #D,20002,"$399,000"," $399,000 ",$0,2,2,0,3/24/2014
324 14TH ST NE,20002,"$479,000"," $485,000 ",$0,2,1,0,3/28/2014
628 14TH ST NE #3,20002,"$650,000"," $650,000 ",$0,2,2,1,3/31/2014
160 UHLAND TER NE,20002,"$449,900"," $500,000 ",$0,3,1,0,3/31/2014
1205 C ST NE,20002,"$1,095,000"," $1,206,000 ",$0,5,3,1,3/28/2014
6 GIRARD ST NE,20002,"$379,500"," $387,500 ",$0,3,1,1,3/20/2014
1831 2ND ST NE #306,20002,"$229,900"," $229,900 ",$0,1,1,0,3/31/2014
608 G ST NE,20002,"$735,000"," $470,000 ",$0,3,1,0,3/2/2014
637 3RD ST NE #304,20002,"$309,900"," $315,000 ",$0,1,1,0,3/31/2014
2306 NORTH CAPITOL ST NW,20002,"$699,000"," $699,000 ","$9,000",4,4,1,3/10/2014
1292 MORSE ST NE,20002,"$624,900"," $670,000 ",$0,3,3,1,3/31/2014
12 EVARTS ST NE,20002,"$699,500"," $699,500 ",$0,4,3,1,3/16/2014
1512 QUEEN ST NE,20002,"$350,000"," $325,000 ",$0,2,1,0,3/14/2014
410 15TH ST NE #27,20002,"$245,000"," $245,000 ",$0,1,1,0,3/14/2014
410 15TH ST NE #22,20002,"$231,000"," $231,000 ",$0,1,1,0,3/14/2014
1609 ISHERWOOD ST NE #2,20002,"$254,000"," $254,000 ",$0,1,1,0,3/3/2014
215 I ST NE #111,20002,"$620,000"," $614,000 ",$0,1,1,1,3/19/2014
148 R ST NE,20002,"$779,000"," $779,000 ",$0,3,2,2,3/28/2014
1632 D ST NE,20002,"$555,000"," $555,000 ","$15,000",3,3,0,3/20/2014
1638 ROSEDALE ST NE,20002,"$225,000"," $295,000 ",$0,2,1,0,3/18/2014
1107 16TH ST NE,20002,"$279,999"," $260,000 ",$0,3,2,0,3/7/2014
18151/2 EAST CAPITOL ST SE,20003,"$635,000"," $610,000 ","$10,000",4,3,1,3/31/2014
234 9TH ST SE,20003,"$499,900"," $540,000 ","$5,000",2,1,0,3/4/2014
242 14TH ST SE,20003,"$325,000"," $470,000 ",$0,0,0,0,3/3/2014
735 12TH ST SE #1,20003,"$314,800"," $308,000 ",$0,1,1,0,3/21/2014
612 CAPITOL ST NE #4,20003,"$595,000"," $583,500 ",$0,2,2,0,3/14/2014
