Address,Zip,List Price,Close Price,Subsidy,BRs,Bas,1/2 Bas,Close Date
449 R ST NW #100,20001," $434,000 "," $458,000 ", $-   ,2,2,0,5/10/2013
1420 5TH ST NW,20001," $970,000 "," $967,000 ", $-   ,4,3,1,5/2/2013
910 M ST NW #622,20001," $602,175 "," $606,000 ", $-   ,2,2,0,5/15/2013
555 MASSACHUSETTS AVE NW #1209,20001," $424,999 "," $425,000 ", $-   ,1,1,0,5/10/2013
1913 4TH ST NW,20001," $869,500 "," $869,500 ", $-   ,4,3,1,5/30/2013
125 T ST NW #1,20001," $339,000 "," $339,000 ", $-   ,2,2,0,5/6/2013
1830 9TH ST NW,20001," $999,750 "," $970,000 "," $10,000 ",5,3,1,5/3/2013
958 FLORIDA AVE NW,20001," $449,900 "," $439,900 ", $925 ,2,1,0,5/20/2013
126 BRYANT ST NW,20001," $895,000 "," $895,000 ", $-   ,5,3,2,5/31/2013
406 RICHARDSON PL NW,20001," $364,900 "," $438,000 ", $-   ,2,1,1,5/13/2013
440 L ST NW #1114,20001," $384,999 "," $388,000 ", $-   ,1,1,0,5/7/2013
1130 5TH ST NW #B,20001," $469,900 "," $455,000 ", $800 ,2,2,0,5/28/2013
142 THOMAS ST NW,20001," $749,900 "," $768,000 ", $-   ,4,3,0,5/9/2013
1117 10TH ST NW #211,20001," $599,000 "," $595,000 "," $10,000 ",2,1,0,5/31/2013
3019 SHERMAN AVE NW,20001," $449,000 "," $461,000 ", $-   ,2,1,0,5/17/2013
137 S ST NW,20001," $777,000 "," $853,000 ", $-   ,4,3,1,5/8/2013
1010 MASSACHUSETTS AVE NW #211,20001," $369,900 "," $369,900 ", $-   ,1,1,0,5/8/2013
2207 FLAGLER PL NW,20001," $819,990 "," $800,000 "," $2,000 ",5,3,1,5/20/2013
1728 1ST ST NW,20001," $549,900 "," $732,500 ", $-   ,4,1,1,5/3/2013
400 MASSACHUSETTS AVE NW #217,20001," $418,000 "," $423,000 ", $-   ,1,1,0,5/20/2013
437 NEW YORK AVE NW #212,20001," $365,000 "," $365,500 "," $5,500 ",1,1,0,5/28/2013
749 GRESHAM PL NW,20001," $589,900 "," $602,500 ", $-   ,3,3,0,5/8/2013
400 MASSACHUSETTS AVE NW #316,20001," $450,000 "," $463,500 ", $-   ,1,1,0,5/17/2013
63 NEW YORK AVE NW,20001," $300,000 "," $350,000 ", $-   ,2,1,0,5/6/2013
70 RHODE ISLAND AVE NW #302,20001," $307,500 "," $307,500 ", $-   ,1,1,0,5/30/2013
229 RHODE ISLAND AVE NW,20001," $689,000 "," $700,000 "," $18,500 ",3,3,0,5/31/2013
2250 11TH ST NW #201,20001," $385,000 "," $399,000 ", $-   ,1,1,0,5/31/2013
201 P ST NW,20001," $759,900 "," $775,000 ", $-   ,4,2,1,5/20/2013
1111 11TH ST NW #706,20001," $549,750 "," $582,000 ", $-   ,2,2,0,5/30/2013
910 M ST NW #430,20001," $640,000 "," $641,000 ", $-   ,2,2,0,5/17/2013
1010 MASSACHUSETTS AVE NW #1006,20001," $650,000 "," $660,000 ", $-   ,2,2,0,5/21/2013
3033 SHERMAN AVE NW,20001," $295,000 "," $280,000 ", $-   ,2,1,0,5/20/2013
1806 10TH ST NW,20001," $605,000 "," $605,000 ", $-   ,3,2,0,5/20/2013
1830 8TH ST NW,20001," $549,000 "," $625,000 ", $-   ,3,1,1,5/31/2013
400 MASSACHUSETTS AVE NW #823,20001," $459,900 "," $460,000 ", $-   ,1,1,0,5/22/2013
555 MASSACHUSETTS AVE NW #P-145,20001," $40,000 "," $35,000 ", $-   ,0,0,0,5/23/2013
400 MASSACHUSETTS AVE NW #1204,20001," $258,375 "," $258,375 ", $750 ,0,1,0,5/3/2013
555 MASSACHUSETTS AVE NW #205,20001," $360,000 "," $360,000 ", $-   ,1,1,0,5/20/2013
1302 GALLAUDET ST NE #202,20002," $95,219 "," $98,164 "," $2,945 ",1,1,0,5/13/2013
1933 LINCOLN RD NE,20002," $600,000 "," $593,000 "," $17,790 ",4,3,1,5/20/2013
1932 2ND ST NE,20002," $240,000 "," $280,000 ", $-   ,3,1,1,5/31/2013
410 15TH ST NE #11,20002," $254,000 "," $245,000 "," $7,350 ",1,1,0,5/10/2013
2529 BENNING RD NE,20002," $349,500 "," $347,700 "," $10,431 ",3,1,1,5/17/2013
1239 I ST NE,20002," $525,000 "," $556,000 "," $11,000 ",3,2,0,5/31/2013
1618 F ST NE,20002," $290,000 "," $290,000 ", $-   ,2,2,0,5/6/2013
318 10TH ST NE,20002," $959,900 "," $950,000 ", $-   ,3,3,1,5/29/2013
1742 D ST NE,20002," $685,000 "," $680,000 "," $20,000 ",5,4,1,5/1/2013
1326 QUEEN ST NE,20002," $519,900 "," $520,000 ", $-   ,4,3,1,5/10/2013
321 17TH ST NE,20002," $369,900 "," $413,226 ", $-   ,3,2,0,5/3/2013
95 14TH ST NE #95,20002," $299,900 "," $299,900 ", $500 ,1,1,0,5/17/2013
2414 N CAPITOL ST NW,20002," $439,999 "," $340,000 ", $-   ,3,1,1,5/8/2013
1708 C ST NE,20002," $425,000 "," $435,000 ", $-   ,3,1,1,5/2/2013
306 TODD PL NE #1,20002," $297,250 "," $283,000 "," $8,490 ",2,1,0,5/28/2013
1156 ABBEY PL NE,20002," $587,650 "," $595,000 "," $13,500 ",3,2,0,5/10/2013
23 TODD PL NE,20002," $466,000 "," $466,000 ", $-   ,4,2,0,5/31/2013
1130 NEAL ST NE,20002," $569,000 "," $553,000 ", $-   ,3,2,2,5/20/2013
17 4TH ST NE,20002," $1,299,000 "," $1,265,000 ", $-   ,3,2,1,5/4/2013
1316 CORBIN PL NE,20002," $499,900 "," $488,000 ", $-   ,3,1,0,5/23/2013
425 20TH ST NE,20002," $300,000 "," $265,000 ", $-   ,2,1,0,5/3/2013
1414 TRINIDAD AVE NE,20002," $529,000 "," $520,000 ", $-   ,4,3,1,5/9/2013
1326 CONSTITUTION AVE NE,20002," $649,999 "," $635,000 "," $19,050 ",4,2,0,5/1/2013
1636 MONTELLO AVE NE,20002," $214,999 "," $235,000 ", $-   ,3,1,0,5/23/2013
315 16TH ST NE,20002," $599,900 "," $594,900 ", $-   ,3,2,1,5/17/2013
730 11TH ST NE #202,20002," $349,499 "," $390,000 ", $-   ,2,2,0,5/1/2013
704 19TH ST NE,20002," $225,000 "," $225,000 ", $-   ,2,1,0,5/24/2013
2438 2ND ST NE,20002," $399,900 "," $436,000 ", $-   ,3,2,1,5/29/2013
500 GROFF CT NE,20002," $725,000 "," $700,000 "," $8,000 ",3,2,1,5/17/2013
1304 E ST NE,20002," $829,000 "," $831,500 ", $-   ,4,3,1,5/22/2013
1735 D ST NE,20002," $450,000 "," $478,000 "," $12,000 ",4,2,0,5/10/2013
305 C ST NE #101,20002," $219,000 "," $215,000 ", $-   ,0,1,0,5/7/2013
608 5TH ST NE,20002," $739,000 "," $795,000 ", $-   ,3,1,1,5/15/2013
1233 MARYLAND AVE NE,20002," $534,999 "," $536,000 ", $-   ,2,1,0,5/22/2013
1751 L ST NE,20002," $309,000 "," $330,000 ", $-   ,2,2,1,5/1/2013
25 15TH ST NE,20002," $699,900 "," $680,000 ", $-   ,4,3,1,5/17/2013
1531 GALES ST NE,20002," $699,000 "," $754,000 ", $-   ,4,3,1,5/9/2013
1425 C ST NE,20002," $465,000 "," $460,000 ", $-   ,3,1,0,5/14/2013
725 L ST NE,20002," $549,000 "," $560,000 ", $-   ,2,1,1,5/10/2013
35 Q ST NE,20002," $550,000 "," $570,000 ", $-   ,3,1,0,5/6/2013
816 I ST NE,20002," $740,000 "," $805,000 ", $-   ,5,2,1,5/2/2013
1240 C ST NE,20002," $579,000 "," $625,000 ", $-   ,2,1,1,5/6/2013
1508 D ST NE,20002," $719,000 "," $719,000 ", $-   ,4,3,1,5/1/2013
636 L ST NE,20002," $740,000 "," $740,000 ", $-   ,4,3,1,5/3/2013
426 13TH ST NE,20002," $689,000 "," $699,000 "," $1,000 ",2,2,1,5/17/2013
1952 3RD ST NE #101,20002," $338,000 "," $348,140 "," $10,444 ",3,3,0,5/14/2013
1012 8TH ST NE,20002," $599,990 "," $656,000 "," $15,000 ",4,1,0,5/24/2013
810 8TH ST NE,20002," $699,000 "," $685,000 ", $-   ,3,2,1,5/21/2013
1222 LINDEN PL NE,20002," $588,750 "," $616,000 ", $-   ,3,1,0,5/10/2013
1413 W VIRGINIA AVE NE,20002," $539,500 "," $544,500 ", $-   ,4,3,1,5/14/2013
229 8TH ST NE,20002," $925,000 "," $925,000 ", $-   ,4,2,1,5/31/2013
1323 E ST NE,20002," $565,000 "," $525,000 ", $-   ,3,2,0,5/23/2013
921 K ST NE,20002," $625,000 "," $620,000 ", $-   ,3,1,1,5/21/2013
727 6TH ST NE,20002," $1,149,900 "," $1,220,000 ", $-   ,5,5,1,5/30/2013
2711 NORTH CAPITOL ST NE,20002," $749,500 "," $700,000 ", $-   ,4,3,1,5/24/2013
1122 OATES ST NE,20002," $535,000 "," $535,000 "," $4,000 ",4,3,1,5/21/2013
622 C ST NE,20002," $679,000 "," $756,000 ", $-   ,3,1,1,5/23/2013
1329 MONTELLO AVE NE,20002," $549,900 "," $568,000 "," $18,000 ",3,2,1,5/21/2013
410 11TH ST NE #7,20002," $499,750 "," $477,000 ", $-   ,3,2,0,5/17/2013
433 15TH ST NE,20002," $579,900 "," $579,900 "," $7,500 ",2,2,1,5/30/2013
514 GROFF CT NE,20002," $440,000 "," $455,000 "," $2,500 ",1,1,0,5/31/2013
141 12TH ST NE #11,20002," $479,000 "," $482,850 ", $-   ,2,1,1,5/3/2013
1623 MONTELLO AVE NE,20002," $385,788 "," $385,788 ", $-   ,2,1,1,5/10/2013
637 MORTON PL NE,20002," $499,900 "," $520,000 "," $3,000 ",2,1,1,5/24/2013
1411 AMES PL NE,20002," $650,000 "," $723,000 ", $250 ,4,2,1,5/24/2013
331 18TH ST NE,20002," $430,000 "," $466,000 ", $-   ,4,2,0,5/10/2013
1236 LINDEN PL NE,20002," $565,000 "," $600,000 ", $-   ,2,1,1,5/31/2013
47 GIRARD ST NE,20002," $399,495 "," $495,000 ", $-   ,5,3,0,5/16/2013
1205 C ST NE,20002," $650,000 "," $700,000 ", $-   ,4,2,0,5/23/2013
124 U ST NE,20002," $575,000 "," $601,000 ", $-   ,3,3,1,5/28/2013
1610 GALES ST NE,20002," $399,000 "," $411,000 "," $12,330 ",2,1,0,5/16/2013
206 BRYANT ST NE #2,20002," $339,000 "," $342,000 ", $-   ,2,2,0,5/31/2013
1217 HOLBROOK ST NE,20002," $469,000 "," $497,000 ", $-   ,3,2,0,5/31/2013
1921 BENNETT PL NE,20002," $224,876 "," $240,000 ", $-   ,3,1,2,5/28/2013
549 23RD PL NE,20002," $449,000 "," $450,000 ", $-   ,3,2,1,5/31/2013
325 10TH ST NE,20002," $950,000 "," $950,000 ", $-   ,4,2,1,5/23/2013
1349 C ST NE,20002," $248,500 "," $280,000 ", $-   ,0,1,0,5/23/2013
2512 E ST NE,20002," $375,000 "," $300,000 ", $-   ,3,1,0,5/31/2013
1652 KRAMER ST NE,20002," $325,000 "," $367,450 ", $-   ,2,1,1,5/29/2013
829 11TH ST NE,20002," $450,000 "," $459,000 ", $-   ,3,1,1,5/30/2013
1433 CONSTITUTION AVE NE,20002," $659,500 "," $718,000 ", $-   ,4,2,1,5/29/2013
208 5TH ST SE,20003," $798,777 "," $762,500 ", $-   ,3,2,1,5/20/2013
16 17TH NE,20003," $4,500,000 "," $2,500,000 ", $-   ,12,8,0,5/22/2013
1025 1ST ST SE #910,20003," $495,900 "," $525,900 "," $8,626 ",1,2,0,5/10/2013
208 D ST SE,20003," $1,399,900 "," $1,399,900 ", $-   ,4,4,1,5/3/2013
511 INDEPENDENCE AVE SE,20003," $995,000 "," $975,000 "," $12,500 ",4,2,1,5/31/2013
1419 A ST SE,20003," $679,000 "," $650,000 "," $18,116 ",2,2,0,5/6/2013
707 D ST SE,20003," $889,000 "," $860,000 ", $-   ,3,2,0,5/15/2013
1391 PENNSYLVANIA AVE SE #240,20003," $334,900 "," $343,900 "," $8,000 ",1,1,0,5/30/2013
257 15TH ST SE #D,20003," $537,900 "," $552,900 "," $16,000 ",2,2,0,5/14/2013
1391 PENNSYLVANIA AVE SE #414,20003," $469,900 "," $470,000 ", $-   ,2,2,0,5/17/2013
1000 NEW JERSEY AVE SE #912,20003," $387,000 "," $390,000 ", $-   ,2,2,0,5/15/2013
251 16TH ST SE,20003," $599,000 "," $595,000 "," $12,240 ",3,3,0,5/31/2013
1835 A ST SE,20003," $675,000 "," $675,000 ", $-   ,4,3,1,5/3/2013
1624 D ST SE,20003," $554,900 "," $530,000 ", $-   ,2,2,0,5/30/2013
1338 PENNSYLVANIA AVE SE,20003," $799,999 "," $800,000 "," $15,000 ",3,2,0,5/9/2013
1391 PENNSYLVANIA AVE SE #463,20003," $469,000 "," $469,000 "," $16,000 ",1,2,0,5/31/2013
1533 MASSACHUSETTS AVE SE,20003," $550,000 "," $550,000 ", $-   ,2,2,0,5/7/2013
272 KENTUCKY AVE SE #B,20003," $485,000 "," $485,000 "," $4,000 ",2,2,0,5/3/2013
1391 PENNSYLVANIA AVE SE #309,20003," $511,000 "," $508,600 ", $-   ,2,2,0,5/29/2013
442 NEW JERSEY AVE SE,20003," $1,295,000 "," $1,375,000 ", $-   ,5,3,1,5/9/2013
1632 POTOMAC AVE SE,20003," $735,000 "," $737,000 ", $-   ,3,2,1,5/22/2013
511 D ST SE,20003," $737,000 "," $770,000 ", $-   ,3,2,1,5/3/2013
833 KENTUCKY AVE SE,20003," $639,000 "," $644,000 "," $9,133 ",4,2,0,5/31/2013
610 3RD ST SE #1,20003," $255,000 "," $255,000 "," $3,825 ",0,1,0,5/13/2013
404 A ST SE,20003," $1,495,000 "," $1,500,000 ", $-   ,6,3,1,5/10/2013
115 D ST SE #207,20003," $369,900 "," $375,000 "," $7,500 ",1,1,0,5/1/2013
1391 PENNSYLVANIA AVE SE #554,20003," $257,500 "," $248,000 ", $-   ,0,1,0,5/23/2013
1025 1ST ST SE #913,20003," $755,900 "," $755,900 "," $16,000 ",2,2,0,5/24/2013
1025 1ST ST SE #201,20003," $454,900 "," $450,000 "," $6,000 ",1,2,0,5/28/2013
416 17TH ST SE,20003," $788,500 "," $857,000 ", $-   ,4,3,1,5/15/2013
1362 L ST SE,20003," $490,000 "," $510,000 "," $1,475 ",2,1,1,5/30/2013
1012 7TH ST SE,20003," $599,900 "," $589,000 "," $2,000 ",2,2,1,5/31/2013
1025 1ST ST SE #303,20003," $434,000 "," $440,000 "," $10,000 ",1,1,0,5/10/2013
1025 1ST ST SE #1116,20003," $548,900 "," $563,900 "," $9,000 ",2,2,0,5/9/2013
101 NORTH CAROLINA AVE SE #A-200,20003," $319,000 "," $322,500 ", $-   ,1,1,0,5/14/2013
1836 INDEPENDENCE AVE SE #3,20003," $299,900 "," $300,000 ", $-   ,1,1,0,5/31/2013
300 NORTH CAROLINA AVE SE,20003," $1,100,000 "," $1,212,000 ", $-   ,3,2,1,5/2/2013
513 13TH ST SE,20003," $544,900 "," $565,000 ", $-   ,2,1,0,5/22/2013
309 11TH ST SE,20003," $599,000 "," $635,000 "," $4,500 ",2,1,1,5/16/2013
1000 D ST SE,20003," $949,000 "," $1,110,000 ", $-   ,4,3,0,5/24/2013
1510 D ST SE,20003," $669,000 "," $670,000 ", $-   ,3,2,1,5/16/2013
1621 H ST SE,20003," $638,500 "," $675,000 ", $-   ,3,3,1,5/15/2013
414 SEWARD SQ SE #102,20003," $249,900 "," $249,900 ", $-   ,1,1,0,5/28/2013
1025 1ST ST SE #404,20003," $434,900 "," $435,000 "," $5,000 ",1,1,0,5/31/2013
748 7TH ST SE #C,20003," $799,000 "," $794,000 ", $700 ,3,2,1,5/31/2013
1358 E ST SE,20003," $699,000 "," $699,000 ", $-   ,3,2,1,5/28/2013
322 9TH ST SE,20003," $849,000 "," $900,000 "," $5,000 ",3,1,1,5/3/2013
1509 K ST SE,20003," $489,999 "," $485,000 ", $-   ,2,1,0,5/31/2013
1316 INDEPENDENCE AVE SE,20003," $980,000 "," $960,000 ", $-   ,4,2,1,5/31/2013
1315 PENNSYLVANIA AVE SE,20003," $699,000 "," $670,000 ", $-   ,2,3,0,5/28/2013
1 18TH ST SE #203,20003," $360,000 "," $352,500 "," $5,000 ",2,2,0,5/31/2013
1622 MASSACHUSETTS AVE SE,20003," $799,500 "," $800,000 ", $-   ,4,3,1,5/28/2013
1527 MASSACHUSETTS AVE SE,20003," $675,000 "," $687,500 ", $-   ,3,2,0,5/30/2013
527 6TH ST SE,20003," $1,250,000 "," $1,150,000 ", $-   ,3,2,0,5/31/2013
616 E ST NW #707,20004," $289,900 "," $296,000 ", $-   ,0,1,0,5/24/2013
631 D ST NW #736,20004," $424,900 "," $435,000 "," $10,000 ",1,1,0,5/9/2013
616 E ST NW #1012,20004," $429,000 "," $453,000 ", $-   ,1,1,0,5/29/2013
801 PENNSYLVANIA AVE NW #1202,20004," $359,500 "," $356,000 ", $-   ,1,1,0,5/3/2013
1530 15TH ST NW,20005," $900,000 "," $900,000 ", $-   ,3,2,0,5/24/2013
1133 14TH ST NW #1007,20005," $274,500 "," $265,000 ", $-   ,0,1,0,5/31/2013
1420 N ST NW #812,20005," $419,900 "," $415,000 ", $-   ,1,1,0,5/21/2013
1300 N ST NW #517,20005," $399,900 "," $417,000 ", $-   ,1,1,0,5/15/2013
1101 L ST NW #606,20005," $192,000 "," $196,000 "," $4,000 ",0,1,0,5/6/2013
1245 13TH ST NW #810,20005," $375,000 "," $375,000 "," $1,200 ",1,1,0,5/15/2013
1225 13TH ST NW #201,20005," $425,000 "," $426,000 "," $8,000 ",1,1,0,5/31/2013
1133 13TH ST NW #7E/704,20005," $299,000 "," $285,000 ", $-   ,1,1,0,5/7/2013
1312 MASSACHUSETTS AVE NW #309,20005," $524,900 "," $530,000 ", $-   ,2,2,0,5/15/2013
1312 MASSACHUSETTS AVE NW #404,20005," $380,000 "," $410,000 ", $-   ,1,1,0,5/10/2013
1413 P ST NW #603,20005," $1,499,900 "," $1,550,000 ", $-   ,2,2,0,5/23/2013
1440 N ST NW #414,20005," $189,000 "," $177,000 ", $-   ,0,1,0,5/8/2013
1441 RHODE ISLAND AVE NW #MO9,20005," $453,900 "," $450,000 ", $-   ,1,1,0,5/15/2013
1133 14TH ST NW #611,20005," $419,000 "," $425,000 ", $-   ,1,1,0,5/31/2013
1239 VERMONT AVE NW #101,20005," $385,000 "," $385,000 ", $-   ,2,2,0,5/31/2013
1444 CHURCH ST NW #103,20005," $442,000 "," $442,000 ", $-   ,1,1,0,5/17/2013
522 21ST ST NW #P6,20006," $45,000 "," $30,000 ", $-   ,0,0,0,5/30/2013
3243 Q ST NW,20007," $4,950,000 "," $4,550,000 ", $-   ,0,0,3,5/1/2013
4508 FOXHALL CRES NW,20007," $1,475,000 "," $1,370,000 ", $-   ,4,3,2,5/3/2013
3030 K ST NW #301,20007," $1,050,000 "," $1,000,000 ", $-   ,3,4,1,5/10/2013
3030 K ST NW #209,20007," $1,395,000 "," $1,200,000 ", $-   ,2,2,1,5/3/2013
4542 WESTHALL DR NW,20007," $1,431,460 "," $1,431,460 ", $-   ,3,3,1,5/3/2013
4538 WESTHALL DR NW,20007," $1,343,075 "," $1,343,075 ", $-   ,3,3,1,5/9/2013
4544 WESTHALL DR NW,20007," $1,506,125 "," $1,506,125 ", $-   ,3,3,1,5/9/2013
3927 HIGHWOOD CT NW,20007," $1,295,000 "," $1,250,000 ", $-   ,3,3,1,5/16/2013
3225 RESERVOIR RD NW,20007," $1,895,000 "," $1,800,000 ", $-   ,4,3,2,5/10/2013
4004 BEECHER ST NW #303,20007," $180,000 "," $180,000 ", $-   ,1,1,0,5/15/2013
3223 VOLTA PL NW,20007," $1,449,000 "," $1,420,000 ", $-   ,5,4,1,5/21/2013
4038 CHANCERY CT NW,20007," $1,349,900 "," $1,300,000 ", $-   ,4,3,1,5/3/2013
2800 WISCONSIN AVE NW #904,20007," $275,000 "," $270,000 ", $-   ,1,1,0,5/17/2013
3036 DENT PL NW,20007," $1,225,000 "," $1,200,000 ", $-   ,4,2,1,5/13/2013
1334 31ST ST NW,20007," $2,250,000 "," $2,140,000 ", $-   ,5,4,1,5/2/2013
2610 TUNLAW RD NW #1,20007," $370,000 "," $370,000 "," $2,000 ",2,1,0,5/17/2013
4004 EDMUNDS ST NW #1,20007," $549,900 "," $549,900 ", $-   ,2,2,0,5/13/2013
3900 TUNLAW RD NW #613,20007," $249,000 "," $227,500 ", $-   ,1,1,0,5/31/2013
1620 FOXHALL RD NW,20007," $1,599,000 "," $1,540,000 ", $-   ,5,4,1,5/17/2013
3250 N ST NW #1C,20007," $715,000 "," $715,000 ", $-   ,2,2,1,5/17/2013
4050 CHANCERY CT NW,20007," $1,195,000 "," $1,175,000 "," $25,000 ",3,3,1,5/2/2013
4481 MACARTHUR BLVD NW #B2,20007," $171,000 "," $160,000 ", $-   ,0,1,0,5/6/2013
3925 FULTON ST NW #1,20007," $384,900 "," $386,597 "," $11,597 ",2,2,0,5/23/2013
2207 FOXHALL RD NW,20007," $799,000 "," $1,010,000 ", $-   ,2,2,0,5/6/2013
4004 EDMUNDS ST NW #4,20007," $539,900 "," $574,900 "," $2,874 ",2,2,0,5/2/2013
1604 32ND ST NW,20007," $995,000 "," $1,025,000 ", $-   ,2,1,1,5/29/2013
2111 WISCONSIN AVE NW #417,20007," $530,000 "," $516,300 ", $-   ,2,2,0,5/29/2013
4632 RESERVOIR RD NW,20007," $1,349,000 "," $1,349,000 ", $-   ,5,3,1,5/15/2013
3517 W PL NW,20007," $869,000 "," $845,000 ", $-   ,4,1,2,5/1/2013
2707 34TH PL NW,20007," $1,995,000 "," $1,900,000 ", $-   ,5,5,1,5/16/2013
1077 30TH ST NW #708,20007," $975,000 "," $975,000 ", $-   ,2,2,0,5/2/2013
1006 PAPER MILL CT NW #1006,20007," $577,000 "," $582,000 "," $5,000 ",2,1,0,5/7/2013
2123 OBSERVATORY PL NW,20007," $749,000 "," $781,123 ", $-   ,3,2,0,5/6/2013
3757 W ST NW,20007," $849,000 "," $908,000 ", $-   ,4,3,1,5/30/2013
3226 O ST NW,20007," $1,299,000 "," $1,259,000 "," $2,500 ",4,2,1,5/31/2013
3807 BENTON ST NW,20007," $759,000 "," $825,000 ", $-   ,4,2,0,5/31/2013
2015 37TH ST NW,20007," $695,000 "," $664,000 ", $-   ,2,1,0,5/10/2013
2801 NEW MEXICO AVE NW #513,20007," $429,000 "," $432,000 ", $-   ,1,1,1,5/29/2013
2320 WISCONSIN AVE NW #503,20007," $385,000 "," $399,900 "," $2,500 ",1,1,0,5/13/2013
3239 N ST NW #9,20007," $474,000 "," $474,000 "," $2,800 ",1,1,0,5/15/2013
2500 Q ST NW #225,20007," $325,000 "," $330,000 ", $-   ,1,1,0,5/29/2013
2320 WISCONSIN AVE NW #114,20007," $349,000 "," $384,000 ", $-   ,1,1,0,5/1/2013
1657 34TH ST NW,20007," $889,900 "," $901,900 ", $-   ,3,1,1,5/21/2013
1027 31ST ST NW,20007," $695,000 "," $697,000 ", $-   ,2,1,0,5/10/2013
4417 GREENWICH PKWY NW,20007," $720,000 "," $720,000 ", $-   ,3,1,1,5/9/2013
1724 35TH ST NW,20007," $1,349,000 "," $1,475,000 ", $-   ,3,3,1,5/8/2013
2501 WISCONSIN AVE NW #202,20007," $799,000 "," $795,000 ", $-   ,2,2,1,5/21/2013
2320 WISCONSIN AVE NW #115,20007," $349,000 "," $366,000 ", $-   ,1,1,0,5/23/2013
2320 WISCONSIN AVE NW #314,20007," $365,000 "," $357,000 ", $-   ,1,1,0,5/24/2013
2709 36TH ST NW,20007," $1,499,000 "," $1,300,000 ", $-   ,7,4,0,5/24/2013
3808 FULTON ST NW,20007," $1,175,000 "," $1,175,000 "," $6,500 ",4,3,0,5/24/2013
1080 WISCONSIN AVE NW #2015,20007," $610,000 "," $590,000 ", $-   ,2,2,0,5/21/2013
3917 BENTON ST NW,20007," $1,000,000 "," $1,170,000 ", $-   ,5,4,1,5/20/2013
2514 41ST ST NW #1,20007," $334,000 "," $341,000 ", $-   ,1,1,0,5/31/2013
3821 DAVIS PL NW #3,20007," $295,000 "," $295,000 "," $2,000 ",1,1,0,5/31/2013
2601 FOXHALL RD NW,20007," $3,699,000 "," $3,375,000 ", $-   ,6,6,2,5/13/2013
3925 FULTON ST NW #3,20007," $435,000 "," $435,000 "," $1,500 ",2,2,0,5/1/2013
3937 DAVIS PL NW #4,20007," $514,900 "," $514,900 ", $-   ,2,2,0,5/31/2013
4000 TUNLAW RD NW #1024,20007," $275,000 "," $275,000 ", $-   ,1,1,0,5/23/2013
3303 WATER ST NW #M-2,20007," $1,760,000 "," $1,760,000 ", $-   ,2,2,0,5/24/2013
4700 LINNEAN AVE NW,20008," $1,799,000 "," $1,799,000 "," $47,000 ",6,4,1,5/22/2013
2907 NORMANSTONE LN NW,20008," $2,500,000 "," $2,300,000 "," $2,300 ",4,4,1,5/28/2013
2328 MASSACHUSETTS AVE NW,20008," $2,895,000 "," $2,800,000 ", $-   ,4,4,1,5/30/2013
2210 WYOMING AVE NW,20008," $2,345,000 "," $2,225,000 ", $-   ,4,4,2,5/29/2013
2129 FLORIDA AVE NW #404,20008," $699,000 "," $689,000 "," $5,000 ",2,2,0,5/16/2013
2965 BRANDYWINE ST NW,20008," $1,775,000 "," $1,695,000 ", $-   ,6,5,2,5/1/2013
4542 LINNEAN AVE NW,20008," $1,195,000 "," $1,160,000 "," $10,000 ",3,3,0,5/29/2013
2029 CONNECTICUT AVE NW #41,20008," $2,950,000 "," $2,950,000 ", $-   ,5,4,1,5/28/2013
2710 MACOMB ST NW #310,20008," $329,500 "," $317,500 ", $750 ,1,1,0,5/3/2013
2520 30TH ST NW,20008," $6,750,000 "," $6,425,000 ", $-   ,6,5,2,5/23/2013
2939 VAN NESS ST NW #1121,20008," $489,000 "," $478,500 ", $-   ,2,2,0,5/13/2013
2306 CALIFORNIA ST NW,20008," $2,195,000 "," $1,800,000 ", $-   ,5,3,2,5/28/2013
2123 CALIFORNIA ST NW #C6,20008," $615,000 "," $602,000 ", $-   ,2,2,0,5/15/2013
3900 CONNECTICUT AVE NW #303-G,20008," $480,000 "," $480,000 ", $-   ,2,1,0,5/3/2013
2131 BANCROFT PL NW,20008," $1,995,000 "," $1,948,000 ", $-   ,6,3,2,5/15/2013
3212 KLINGLE RD NW,20008," $1,225,000 "," $1,210,000 ", $-   ,5,4,0,5/13/2013
4025 CONNECTICUT AVE NW #301,20008," $615,000 "," $615,000 ", $-   ,2,2,0,5/21/2013
2737 DEVONSHIRE PL NW #23A,20008," $699,000 "," $730,350 ", $-   ,2,2,0,5/30/2013
3001 VEAZEY TER NW #728,20008," $237,500 "," $237,500 ", $-   ,1,1,0,5/31/2013
2736 ORDWAY ST NW #6,20008," $395,000 "," $408,500 ", $-   ,1,1,0,5/14/2013
3001 VEAZEY TER NW #1628,20008," $237,500 "," $237,500 "," $4,000 ",1,1,0,5/22/2013
2826 27TH ST NW,20008," $1,095,000 "," $1,080,000 ", $-   ,4,3,0,5/9/2013
4540 BROAD BRANCH RD NW,20008," $1,250,000 "," $1,200,000 ", $-   ,5,4,1,5/10/2013
2711 ORDWAY ST NW #304,20008," $349,900 "," $345,000 ", $200 ,1,1,0,5/16/2013
4600 CONNECTICUT AVE NW #617,20008," $239,000 "," $242,000 ", $-   ,1,1,0,5/10/2013
4701 CONNECTICUT AVE NW #108,20008," $585,000 "," $585,000 "," $5,000 ",2,2,0,5/23/2013
3001 VEAZEY TER NW #1108,20008," $415,000 "," $443,000 ", $-   ,2,2,0,5/15/2013
