Address,Zip,List Price,Close Price,Subsidy,BRs,Bas,1/2 Bas,Close Date
929 FLORIDA AVE NW #8007,20001," $539,450 "," $525,000 ", $-   ,1,2,0,1/16/2013
40 ADAMS ST NW,20001," $489,900 "," $484,700 "," $12,000 ",3,3,0,1/29/2013
761 HOBART PL NW,20001," $333,000 "," $333,000 "," $5,000 ",3,2,0,1/7/2013
1 U ST NW #A,20001," $539,000 "," $539,000 "," $13,000 ",3,2,1,1/14/2013
1605-1607 7TH ST NW #7,20001," $324,999 "," $325,000 ", $-   ,1,1,0,1/4/2013
1848 8TH ST NW,20001," $585,000 "," $565,000 ", $-   ,3,1,1,1/18/2013
1724 6TH ST NW,20001," $449,900 "," $435,000 ", $960 ,2,1,0,1/16/2013
1539 9TH ST NW #2,20001," $649,850 "," $646,000 "," $15,000 ",2,2,0,1/18/2013
1816 5TH ST NW #3,20001," $475,000 "," $486,000 "," $16,000 ",2,2,0,1/10/2013
1600 8TH ST NW #2,20001," $895,000 "," $878,000 ", $-   ,3,2,1,1/7/2013
24 R ST NW,20001," $809,000 "," $809,000 ", $-   ,5,3,1,1/25/2013
825 EUCLID ST NW,20001," $399,000 "," $350,000 ", $-   ,2,1,0,1/31/2013
15 N ST NW,20001," $375,000 "," $401,500 ", $-   ,3,1,2,1/4/2013
1010 MASSACHUSETTS AVE NW #902,20001," $625,000 "," $615,000 ", $-   ,1,2,0,1/8/2013
1539 9TH ST NW #1,20001," $389,750 "," $385,000 "," $10,000 ",1,2,0,1/16/2013
2819 11TH ST NW #2,20001," $725,000 "," $715,000 ", $-   ,2,2,0,1/3/2013
1616 11TH ST NW #303,20001," $519,900 "," $500,000 ", $-   ,2,2,0,1/28/2013
1002 COLUMBIA RD NW,20001," $575,900 "," $553,900 "," $8,000 ",4,3,1,1/22/2013
1827 1ST ST NW #2,20001," $369,900 "," $359,500 ", $-   ,2,1,1,1/29/2013
910 S ST NW #2,20001," $895,000 "," $895,000 ", $-   ,2,2,1,1/18/2013
440 L ST NW #813,20001," $429,000 "," $415,000 ", $-   ,1,1,0,1/24/2013
1604 3RD ST NW,20001," $649,900 "," $630,500 "," $18,915 ",4,3,1,1/31/2013
1608-/2 MA MARION ST NW,20001," $649,000 "," $691,000 "," $1,000 ",2,2,0,1/4/2013
809 6TH ST NW #45,20001," $434,000 "," $425,000 ", $-   ,2,2,0,1/31/2013
2205 FLAGLER PL NW,20001," $624,900 "," $620,000 "," $18,000 ",3,1,2,1/4/2013
149 W ST NW #14,20001," $279,900 "," $283,900 "," $8,000 ",1,1,0,1/31/2013
763 COLUMBIA RD NW,20001," $619,900 "," $635,000 "," $19,050 ",4,3,1,1/11/2013
440 L ST NW #709,20001," $439,900 "," $432,500 ", $-   ,1,1,0,1/18/2013
811 4TH ST NW #1205,20001," $775,000 "," $765,000 ", $-   ,2,2,0,1/15/2013
135 P ST NW,20001," $749,000 "," $700,000 ", $-   ,4,3,1,1/18/2013
77 P ST NW,20001," $539,500 "," $536,500 "," $16,170 ",2,2,1,1/4/2013
1818 1ST ST NW #1,20001," $549,990 "," $577,750 ", $-   ,3,3,0,1/8/2013
2212 11TH ST NW #3,20001," $599,900 "," $620,000 ", $-   ,2,2,1,1/18/2013
2250 11TH ST NW #403,20001," $669,000 "," $654,900 ", $-   ,2,1,0,1/29/2013
11 R ST NW,20001," $699,000 "," $716,000 "," $9,050 ",3,2,1,1/25/2013
70 RHODE ISLAND AVE NW #403,20001," $299,900 "," $308,000 "," $9,240 ",1,1,0,1/22/2013
437 ELM ST NW,20001," $435,000 "," $440,000 "," $5,000 ",2,1,1,1/31/2013
555 MASSACHUSETTS AVE NW #1212,20001," $389,900 "," $377,000 ", $-   ,1,1,0,1/31/2013
1407 NEW JERSEY AVE NW,20001," $589,999 "," $590,000 ", $-   ,3,2,1,1/30/2013
1431 3RD ST NW,20001," $399,000 "," $433,000 ", $-   ,3,1,1,1/23/2013
2004 11TH ST NW #235,20001," $499,000 "," $485,000 ", $-   ,2,2,0,1/28/2013
64 CHANNING ST NW,20001," $699,000 "," $701,000 ", $-   ,4,2,1,1/31/2013
3028 SHERMAN AVE NW,20001," $350,000 "," $358,000 ", $-   ,3,1,0,1/30/2013
1020 GIRARD ST NW #2,20001," $549,900 "," $567,000 ", $-   ,2,2,0,1/16/2013
314 V ST NE #2,20002," $90,000 "," $81,500 ", $-   ,1,1,0,1/28/2013
1304 GALLAUDET ST NE #102,20002," $89,426 "," $92,000 "," $2,760 ",1,1,0,1/10/2013
1814 CORCORAN ST NE,20002," $76,700 "," $76,700 ", $-   ,3,1,0,1/17/2013
1751 L ST NE,20002," $110,000 "," $123,400 ", $-   ,3,1,1,1/2/2013
1629 L ST NE #005,20002," $189,900 "," $189,900 "," $5,000 ",2,1,0,1/1/2013
1304 GALLAUDET ST NE #101,20002," $89,426 "," $92,192 "," $2,766 ",1,1,0,1/3/2013
334 ADAMS ST NE,20002," $295,000 "," $260,000 ", $-   ,3,1,0,1/18/2013
326 12TH ST NE #A,20002," $649,900 "," $650,000 "," $13,000 ",3,3,0,1/7/2013
412 19TH ST NE #201,20002," $214,999 "," $222,125 "," $7,000 ",1,1,0,1/11/2013
1835 PROVIDENCE ST NE,20002," $75,000 "," $75,000 ", $-   ,1,1,1,1/14/2013
207 14TH PL NE,20002," $579,900 "," $575,000 ", $-   ,3,2,1,1/18/2013
302 TODD PL NE #2,20002," $264,750 "," $272,750 "," $4,362 ",2,1,0,1/10/2013
1241 18TH ST NE #2,20002," $67,900 "," $67,000 ", $-   ,2,2,0,1/31/2013
613 16TH ST NE,20002," $234,000 "," $225,000 ", $-   ,3,1,1,1/16/2013
29 FLORIDA AVE NE,20002," $400,000 "," $375,000 ", $-   ,4,2,0,1/31/2013
631 8TH ST NE,20002," $749,000 "," $750,000 ", $-   ,4,3,1,1/3/2013
1706 WEST VIRGINIA AVE NE #4,20002," $89,000 "," $93,500 ", $-   ,1,1,0,1/10/2013
3 RHODE ISLAND AVE NE,20002," $545,000 "," $535,000 "," $4,000 ",3,1,2,1/30/2013
410 11TH ST NE #16,20002," $425,000 "," $425,000 ", $-   ,2,1,0,1/11/2013
306 TENNESSEE AVE NE,20002," $659,000 "," $639,900 ", $-   ,2,3,0,1/14/2013
324 DOUGLAS ST NE,20002," $280,000 "," $272,000 ", $-   ,3,1,0,1/15/2013
330 19TH ST NE,20002," $215,000 "," $215,000 ", $-   ,3,3,0,1/25/2013
104 U ST NE,20002," $575,000 "," $565,000 ", $-   ,3,2,1,1/18/2013
328 TENNESSEE AVE NE,20002," $643,500 "," $649,000 "," $19,470 ",3,2,1,1/9/2013
500 25TH PL NE #101,20002," $199,850 "," $195,000 "," $5,500 ",1,1,0,1/15/2013
908 12TH ST NE,20002," $619,900 "," $612,500 ", $-   ,3,2,0,1/7/2013
1916 ROSEDALE ST NE,20002," $250,000 "," $250,000 ", $-   ,3,1,0,1/4/2013
162 UHLAND TER NE,20002," $395,000 "," $389,000 "," $7,500 ",3,2,0,1/15/2013
723 MASSACHUSETTS AVE NE,20002," $1,129,000 "," $999,000 ", $-   ,5,2,0,1/18/2013
927 4TH ST NE,20002," $576,000 "," $615,000 ", $-   ,2,1,1,1/3/2013
1319 CORBIN PL NE,20002," $729,900 "," $700,000 ", $-   ,3,3,1,1/25/2013
1329 MONTELLO AVE NE,20002," $300,000 "," $262,000 ", $-   ,3,2,0,1/28/2013
532 21ST ST NE,20002," $449,900 "," $435,000 "," $8,025 ",3,2,0,1/10/2013
1222 FLORIDA AVE NE,20002," $598,500 "," $590,000 ", $-   ,4,3,1,1/22/2013
334 16TH ST NE,20002," $475,000 "," $465,000 "," $9,939 ",4,3,0,1/15/2013
1827 L ST NE,20002," $140,000 "," $155,000 ", $-   ,3,1,0,1/25/2013
1408 C ST NE,20002," $649,900 "," $640,000 ", $-   ,3,3,0,1/18/2013
1032 6TH ST NE #301,20002," $279,500 "," $265,000 "," $6,750 ",3,1,0,1/31/2013
1162 ABBEY PL NE,20002," $568,500 "," $625,000 ", $-   ,3,2,1,1/4/2013
254A MARYLAND AVE NE #20,20002," $359,995 "," $357,500 ", $-   ,1,1,0,1/7/2013
2309 3RD ST NE,20002," $389,000 "," $385,000 "," $10,000 ",2,2,0,1/31/2013
201 BRYANT ST NE,20002," $315,000 "," $265,000 ", $-   ,5,2,1,1/11/2013
2410 2ND ST NE,20002," $329,500 "," $344,200 ", $-   ,2,1,0,1/11/2013
1319 EMERALD ST NE,20002," $619,000 "," $602,000 ", $-   ,2,2,1,1/17/2013
639 20TH ST NE,20002," $289,000 "," $260,000 ", $-   ,3,1,1,1/25/2013
912 I ST NE,20002," $659,000 "," $659,000 ", $-   ,3,3,1,1/17/2013
1212 ORREN ST NE,20002," $369,000 "," $426,500 ", $-   ,3,2,0,1/24/2013
1132 NEAL ST NE,20002," $549,000 "," $552,000 ", $-   ,3,2,2,1/25/2013
1309 C ST NE,20002," $569,777 "," $596,000 "," $17,550 ",3,1,0,1/23/2013
1377 FLORIDA AVE NE,20002," $490,000 "," $485,000 ", $-   ,2,2,1,1/25/2013
621 16TH ST NE #1,20002," $399,000 "," $410,000 ", $200 ,3,2,1,1/25/2013
1232 C ST NE,20002," $429,900 "," $501,000 ", $-   ,3,1,0,1/9/2013
122 V ST NE,20002," $299,000 "," $340,000 ", $-   ,4,2,0,1/10/2013
627 3RD ST NE,20002," $798,500 "," $856,000 ", $-   ,3,2,1,1/31/2013
507 14TH ST NE,20002," $430,000 "," $445,000 ", $-   ,4,2,0,1/30/2013
676 4TH ST NE #101,20002," $289,000 "," $318,015 ", $-   ,1,1,0,1/31/2013
613 16TH ST NE,20002," $279,000 "," $279,000 ", $-   ,3,1,1,1/29/2013
1325 TRINIDAD AVE NE,20002," $495,000 "," $495,000 ", $-   ,3,2,1,1/25/2013
1440 IVES PL SE,20003," $236,000 "," $236,000 ", $-   ,3,1,0,1/22/2013
1007 E ST SE,20003," $825,000 "," $822,500 "," $5,000 ",4,2,0,1/31/2013
1815 A ST SE #206,20003," $249,900 "," $253,000 "," $6,765 ",1,1,0,1/31/2013
1391 PENNSYLVANIA AVE SE #313,20003," $349,900 "," $350,000 "," $1,000 ",1,1,0,1/15/2013
909 E ST SE #7,20003," $299,000 "," $285,000 "," $5,750 ",1,1,0,1/18/2013
514 14TH ST SE,20003," $810,000 "," $855,000 "," $25,650 ",4,3,1,1/29/2013
1353 INDEPENDENCE CT SE,20003," $799,000 "," $780,000 ", $-   ,3,3,1,1/28/2013
257 15TH ST SE #C,20003," $525,900 "," $510,123 "," $5,000 ",2,2,0,1/30/2013
1391 PENNSYLVANIA AVE SE #451,20003," $393,900 "," $396,000 ", $-   ,1,1,0,1/17/2013
1738 BAY ST SE,20003," $649,900 "," $650,000 "," $2,000 ",3,2,1,1/10/2013
1511 FREEDOM WAY SE,20003," $575,000 "," $550,000 ", $-   ,3,2,1,1/25/2013
647 A ST SE,20003," $989,000 "," $989,000 ", $-   ,4,3,0,1/9/2013
634 NORTH CAROLINA AVE SE #1,20003," $444,900 "," $437,000 "," $5,000 ",2,1,0,1/18/2013
1521 A ST SE,20003," $739,000 "," $740,000 ", $-   ,4,3,1,1/30/2013
1020 PENNSYLVANIA AVE SE #104,20003," $312,000 "," $307,000 ", $-   ,1,1,0,1/22/2013
1624 D ST SE,20003," $399,900 "," $399,900 ", $-   ,2,1,1,1/30/2013
1530 EAST CAPITOL ST NE,20003," $550,000 "," $550,000 ", $-   ,2,3,1,1/4/2013
402 NEW JERSEY AVE SE,20003," $1,200,000 "," $1,080,000 ", $-   ,4,2,2,1/28/2013
414 SEWARD SQ SE #304,20003," $219,000 "," $219,000 ", $-   ,1,1,0,1/31/2013
208 11TH ST SE,20003," $789,900 "," $818,000 ", $-   ,3,3,1,1/28/2013
1524 INDEPENDENCE AVE SE #201,20003," $369,000 "," $382,500 "," $11,000 ",2,2,0,1/31/2013
616 E ST NW #855,20004," $574,500 "," $560,000 ", $-   ,2,2,1,1/3/2013
675 E ST NW #510,20004," $799,000 "," $740,000 ", $-   ,2,2,0,1/25/2013
616 E ST NW #801,20004," $429,900 "," $422,000 "," $1,700 ",1,1,0,1/23/2013
1426 RHODE ISLAND AVE NW #A,20005," $775,000 "," $750,000 "," $2,250 ",2,3,1,1/16/2013
1300 N ST NW #512,20005," $239,900 "," $239,900 "," $10,000 ",0,1,0,1/20/2013
1101 L ST NW #102,20005," $299,000 "," $275,000 "," $1,500 ",1,1,0,1/3/2013
1300 N ST NW #115,20005," $529,900 "," $529,900 ", $-   ,2,2,0,1/16/2013
1501 VERMONT AVE NW #1,20005," $379,900 "," $374,000 "," $5,000 ",1,1,0,1/7/2013
1410 12TH ST NW #3,20005," $589,000 "," $589,000 ", $-   ,2,2,0,1/16/2013
1314 MASSACHUSETTS AVE NW #601,20005," $405,000 "," $399,999 ", $200 ,1,1,0,1/15/2013
2030 F ST NW #606,20006," $279,900 "," $265,000 ", $-   ,0,1,0,1/31/2013
4452 MACARTHUR BLVD NW,20007," $1,025,035 "," $1,025,035 ", $-   ,3,2,2,1/14/2013
4355 FOREST LN NW,20007," $1,700,000 "," $1,450,000 ", $-   ,6,6,1,1/8/2013
4458 MACARTHUR BLVD NW,20007," $976,100 "," $976,100 ", $-   ,2,3,2,1/22/2013
4456 MACARTHUR BLVD NW,20007," $978,100 "," $978,100 ", $-   ,3,2,2,1/22/2013
4570 MACARTHUR BLVD NW #G5,20007," $215,000 "," $219,000 "," $5,000 ",1,1,0,1/31/2013
3900 TUNLAW NW #102,20007," $189,000 "," $179,500 ", $-   ,1,1,0,1/7/2013
2719 DUMBARTON ST NW,20007," $1,100,000 "," $1,100,000 ", $-   ,3,2,1,1/11/2013
4640 GARFIELD ST NW,20007," $2,395,000 "," $2,395,000 ", $-   ,6,4,1,1/17/2013
3010 DUMBARTON ST NW,20007," $1,995,000 "," $1,900,000 ", $-   ,4,3,1,1/11/2013
2818 39TH ST NW,20007," $1,069,000 "," $1,000,000 ", $-   ,5,4,0,1/14/2013
3100 P ST NW,20007," $2,795,000 "," $2,700,000 ", $-   ,5,3,1,1/17/2013
3035 Q ST NW #1,20007," $499,000 "," $472,500 ", $750 ,1,1,0,1/31/2013
1077 30TH ST NW #606,20007," $749,989 "," $725,000 "," $1,000 ",2,2,0,1/15/2013
4039 MANSION DR NW,20007," $1,349,000 "," $1,350,000 ", $-   ,3,3,1,1/16/2013
3150 SOUTH ST NW #2E,20007," $3,700,000 "," $3,400,000 ", $-   ,3,3,1,1/4/2013
3850 BEECHER ST NW,20007," $899,000 "," $952,500 ", $-   ,4,3,0,1/8/2013
4597 MACARTHUR BLVD NW #2,20007," $229,000 "," $218,100 "," $3,100 ",1,1,0,1/24/2013
4100 W ST NW #515,20007," $249,900 "," $252,000 ", $-   ,1,1,0,1/4/2013
3823 BEECHER ST NW,20007," $795,000 "," $825,000 ", $-   ,4,2,0,1/31/2013
1716 34TH ST NW,20007," $76,900 "," $70,000 ", $-   ,0,0,0,1/30/2013
4040 MANSION CT NW,20007," $1,425,000 "," $1,425,000 ", $-   ,3,3,1,1/10/2013
3249 N ST NW,20007," $7,850,000 "," $7,550,000 ", $-   ,6,5,2,1/25/2013
2802 N ST NW,20007," $929,000 "," $929,000 ", $-   ,1,2,0,1/25/2013
2910 EDGEVALE TER NW,20008," $5,495,000 "," $5,495,000 ", $-   ,6,5,1,1/23/2013
3025 WHITEHAVEN ST NW,20008," $6,950,000 "," $6,250,000 ", $-   ,7,7,2,1/16/2013
3001 CATHEDRAL AVE NW,20008," $2,075,000 "," $1,950,000 "," $5,000 ",6,5,1,1/30/2013
4740 CONNECTICUT AVE NW #202,20008," $300,000 "," $275,000 "," $8,180 ",1,1,0,1/18/2013
2619 GARFIELD ST NW #3,20008," $660,000 "," $652,500 ", $-   ,2,2,0,1/25/2013
2122 CALIFORNIA ST NW #453,20008," $469,000 "," $451,000 ", $-   ,1,1,0,1/29/2013
2802 DEVONSHIRE PLACE NW #205,20008," $370,000 "," $370,000 "," $7,000 ",2,1,0,1/31/2013
3901 CONNECTICUT AVE NW #510,20008," $739,000 "," $709,000 "," $3,000 ",2,1,1,1/20/2013
4600 CONNECTICUT AVE NW #823,20008," $385,000 "," $385,000 ", $-   ,3,2,0,1/31/2013
3031 SEDGWICK ST NW #102-E,20008," $499,000 "," $485,100 ", $-   ,2,1,1,1/8/2013
2123 CALIFORNIA ST NW #G8,20008," $749,000 "," $749,000 ", $-   ,2,2,0,1/9/2013
3901 CONNECTICUT AVE NW #212,20008," $344,000 "," $356,000 ", $-   ,1,1,0,1/30/2013
4600 CONNECTICUT AVE NW #615,20008," $275,000 "," $275,000 ", $-   ,1,1,0,1/9/2013
3100 CONNECTICUT AVE NW #440,20008," $362,500 "," $358,000 "," $3,000 ",1,1,0,1/17/2013
2747 MACOMB ST NW,20008," $900,000 "," $900,000 ", $-   ,4,2,0,1/11/2013
4740 CONNECTICUT AVE NW #G34,20008," $30,000 "," $36,000 ", $-   ,1,2,0,1/18/2013
2127 CALIFORNIA ST NW #807,20008," $699,000 "," $692,500 ", $-   ,2,2,0,1/31/2013
1801 WYOMING AVE NW #24,20009," $539,900 "," $539,900 "," $4,000 ",2,2,0,1/25/2013
2505 17TH ST NW #3,20009," $509,900 "," $490,000 ", $-   ,2,2,0,1/11/2013
1319 HARVARD NW #1,20009," $589,000 "," $570,000 "," $5,000 ",2,2,1,1/18/2013
1634 14TH ST NW ##204,20009," $499,900 "," $496,900 "," $15,000 ",1,1,0,1/28/2013
1808 CALIFORNIA ST NW #21,20009," $499,500 "," $499,500 ", $500 ,2,2,0,1/31/2013
1634 14TH ST NW #502,20009," $339,900 "," $330,000 ", $-   ,1,1,0,1/28/2013
1701 16TH ST NW #624,20009," $535,000 "," $515,000 ", $-   ,2,1,0,1/10/2013
2032-2040 BELMONT RD NW #503,20009," $232,500 "," $227,000 ", $-   ,0,1,0,1/31/2013
1418 W ST NW #406,20009," $469,900 "," $469,000 ", $-   ,2,2,0,1/18/2013
2707 ADAMS MILL RD NW #500,20009," $299,555 "," $299,000 ", $-   ,1,1,0,1/7/2013
3025 ONTARIO RD NW #304,20009," $425,000 "," $420,000 ", $-   ,2,2,0,1/31/2013
1427 CLIFTON ST NW #1,20009," $475,000 "," $470,000 "," $12,080 ",2,2,0,1/11/2013
1706 U ST NW #303,20009," $287,500 "," $284,500 "," $7,770 ",1,1,0,1/10/2013
2020 12TH ST NW #204,20009," $399,900 "," $399,900 ", $500 ,1,1,0,1/2/2013
1482 CHAPIN ST NW,20009," $990,000 "," $1,001,000 ", $-   ,5,3,0,1/17/2013
2707 ADAMS MILL RD NW #107,20009," $292,000 "," $289,000 ", $-   ,1,1,0,1/16/2013
3025 ONTARIO RD NW ##306,20009," $435,000 "," $435,000 "," $6,000 ",2,2,0,1/4/2013
2707 ADAMS MILL RD NW ##308,20009," $245,000 "," $235,000 ", $-   ,1,1,0,1/22/2013
1718 CORCORAN ST NW #2,20009," $279,000 "," $260,000 ", $-   ,1,1,0,1/18/2013
1725 LANIER PL NW #4B,20009," $349,900 "," $355,000 "," $11,000 ",2,1,0,1/21/2013
1227 T ST NW,20009," $899,900 "," $855,000 ", $-   ,3,2,1,1/17/2013
1442 HARVARD ST NW ##4,20009," $489,900 "," $489,900 "," $2,000 ",1,2,0,1/31/2013
2430 20TH ST NW,20009," $1,199,000 "," $1,210,000 "," $1,600 ",5,3,1,1/23/2013
1820 CLYDESDALE PL NW #103,20009," $395,000 "," $392,500 ", $-   ,2,1,0,1/31/2013
2032-2040 BELMONT RD NW #123,20009," $265,000 "," $260,000 ", $-   ,1,1,0,1/14/2013
1735 JOHNSON AVE NW #F,20009," $699,000 "," $699,000 "," $5,000 ",2,2,0,1/11/2013
1200 Q ST NW #201,20009," $329,000 "," $335,000 ", $700 ,1,1,0,1/4/2013
1701 16TH ST NW #525,20009," $299,900 "," $290,000 "," $5,800 ",1,1,0,1/17/2013
1632 RIGGS PL NW,20009," $1,495,000 "," $1,500,000 ", $-   ,4,3,1,1/30/2013
1939 12TH ST NW #203,20009," $449,900 "," $450,000 ", $-   ,1,1,0,1/4/2013
1701 KALORAMA RD NW #211,20009," $569,000 "," $582,000 ", $-   ,2,2,0,1/7/2013
1910 KALORAMA RD NW #202,20009," $304,900 "," $304,900 ", $-   ,0,1,0,1/4/2013
1714 SWANN ST NW #3,20009," $379,000 "," $389,000 ", $-   ,1,1,0,1/7/2013
1931 17TH ST NW #104,20009," $259,900 "," $257,000 "," $1,750 ",0,1,0,1/7/2013
2125 14TH ST NW #225,20009," $499,000 "," $499,000 ", $-   ,1,2,0,1/4/2013
1822 VERNON ST NW #302,20009," $485,000 "," $500,000 "," $7,500 ",2,1,1,1/31/2013
2516 17TH ST NW #4,20009," $589,000 "," $612,100 ", $-   ,2,2,0,1/17/2013
2224 12TH ST NW,20009," $632,000 "," $632,000 "," $7,000 ",2,2,0,1/31/2013
1700 KALORAMA RD NW #302,20009," $749,000 "," $732,000 ", $-   ,2,2,0,1/25/2013
1308 CLIFTON ST NW #302,20009," $359,900 "," $374,900 ", $-   ,2,1,0,1/18/2013
1748 CORCORAN ST NW #3B,20009," $395,000 "," $427,500 ", $-   ,1,1,0,1/18/2013
1816 NEW HAMPSHIRE AVE NW #405,20009," $257,000 "," $257,000 "," $3,000 ",0,1,0,1/14/2013
2516 17TH ST NW #3,20009," $559,000 "," $559,000 ", $150 ,2,2,0,1/17/2013
2516 17TH ST NW #2,20009," $549,000 "," $549,000 ", $-   ,2,2,0,1/17/2013
1464 HARVARD ST NW #9,20009," $355,900 "," $347,500 ", $-   ,1,1,0,1/14/2013
1701 16TH ST NW #725,20009," $249,000 "," $249,000 "," $4,980 ",1,1,0,1/25/2013
1625 Q ST NW #103,20009," $549,999 "," $549,999 ", $-   ,2,2,1,1/11/2013
1840 VERNON ST NW #401,20009," $409,900 "," $415,000 ", $-   ,1,1,0,1/18/2013
1481 FLORIDA AVE NW,20009," $849,900 "," $814,000 ", $-   ,3,2,1,1/4/2013
1750 16TH ST NW #34,20009," $599,000 "," $630,000 ", $-   ,2,2,0,1/24/2013
1101 FAIRMONT ST NW #8,20009," $468,500 "," $467,000 "," $1,140 ",2,2,0,1/25/2013
2020 12TH ST NW #T-03,20009," $395,000 "," $395,000 ", $-   ,1,1,0,1/4/2013
1417 CHAPIN ST NW #201,20009," $414,900 "," $405,000 ", $-   ,2,1,0,1/18/2013
1701 16TH ST NW #716,20009," $424,900 "," $425,000 ", $-   ,1,1,0,1/22/2013
1451 BELMONT ST NW #404,20009," $629,000 "," $740,000 ", $-   ,2,2,0,1/18/2013
1340 Q ST NW #23,20009," $659,000 "," $659,000 "," $10,000 ",2,2,0,1/22/2013
1361 IRVING ST NW #15,20010," $494,900 "," $490,000 ", $-   ,2,2,0,1/23/2013
3609 13TH ST NW #1,20010," $425,000 "," $430,000 "," $5,000 ",2,2,0,1/18/2013
776 IRVING ST NW,20010," $375,000 "," $391,753 "," $11,753 ",2,2,1,1/17/2013
732 LAMONT ST NW #402,20010," $310,000 "," $310,000 "," $1,500 ",1,1,0,1/7/2013
732 LAMONT ST NW #103,20010," $390,000 "," $390,000 "," $10,000 ",2,2,0,1/4/2013
732 LAMONT ST NW #303,20010," $449,000 "," $449,000 "," $6,000 ",2,2,0,1/31/2013
1885 MONROE ST NW #4,20010," $499,000 "," $499,000 "," $9,000 ",2,2,0,1/24/2013
3324 18TH ST NW ##5,20010," $449,900 "," $449,900 "," $15,000 ",1,1,0,1/11/2013
3324 18TH ST NW ##6,20010," $479,900 "," $479,900 ", $-   ,1,2,0,1/15/2013
719 OTIS PL NW,20010," $499,000 "," $515,000 ", $-   ,4,2,0,1/8/2013
644 KEEFER PL NW,20010," $599,000 "," $575,000 "," $12,500 ",3,3,1,1/2/2013
754 PARK RD NW #03,20010," $259,000 "," $259,000 ", $-   ,1,1,0,1/14/2013
1678 OAK ST NW #17,20010," $629,000 "," $623,000 ", $-   ,2,2,1,1/18/2013
3300 WARDER ST NW,20010," $574,900 "," $560,000 "," $15,000 ",4,3,1,1/31/2013
445 LAMONT ST NW,20010," $530,000 "," $515,000 ", $-   ,4,3,1,1/31/2013
3318 SHERMAN AVE NW #204,20010," $260,000 "," $260,000 ", $-   ,1,1,0,1/23/2013
1523 PARK RD NW #B-3,20010," $113,900 "," $110,000 ", $-   ,1,1,0,1/15/2013
1531 PARK RD NW #7,20010," $489,000 "," $480,000 ", $-   ,2,2,0,1/11/2013
3324 18TH ST NW #8,20010," $424,900 "," $432,900 ", $-   ,1,1,0,1/8/2013
3324 18TH ST NW ##7,20010," $424,900 "," $451,000 ", $-   ,1,1,0,1/8/2013
610 LONGFELLOW ST NW #101,20011," $109,900 "," $110,000 ", $-   ,2,1,0,1/17/2013
5017 9TH ST NW,20011," $250,000 "," $257,499 "," $7,200 ",5,2,0,1/15/2013
22 HAWAII AVE NE,20011," $259,500 "," $243,000 ", $-   ,3,1,1,1/31/2013
1231 ROCK CREEK FORD RD NW,20011," $359,900 "," $350,000 "," $10,500 ",4,2,1,1/19/2013
804 TAYLOR ST NW #207,20011," $229,500 "," $222,000 ", $-   ,1,1,0,1/17/2013
33 KENNEDY ST NW #302,20011," $50,000 "," $50,000 ", $-   ,1,1,0,1/19/2013
5832 GEORGIA AVE NW #202,20011," $130,000 "," $136,000 ", $-   ,1,1,0,1/31/2013
4024 14TH ST NW #3,20011," $479,000 "," $475,000 "," $1,500 ",2,2,1,1/25/2013
3900 14TH ST NW #704,20011," $189,900 "," $202,400 "," $4,000 ",0,1,0,1/9/2013
5418 8TH ST NW,20011," $479,950 "," $450,000 ", $-   ,4,3,1,1/11/2013
728 OGLETHORPE ST NE,20011," $230,000 "," $230,000 "," $8,000 ",3,1,1,1/18/2013
4207 4TH ST NW,20011," $575,000 "," $575,000 "," $18,750 ",3,3,0,1/11/2013
224 JEFFERSON ST NW,20011," $349,000 "," $343,200 "," $11,273 ",4,2,0,1/18/2013
243 QUACKENBOS ST NE,20011," $270,000 "," $270,000 ", $-   ,3,1,1,1/18/2013
1617 TAYLOR ST NW,20011," $675,000 "," $580,000 ", $-   ,4,2,1,1/3/2013
4024 14TH ST NW #4,20011," $499,000 "," $495,000 "," $1,500 ",2,2,1,1/23/2013
4024 14TH ST NW #2,20011," $475,000 "," $482,000 "," $12,000 ",2,2,1,1/23/2013
1206 GALLATIN ST NW,20011," $599,900 "," $585,000 ", $-   ,3,3,1,1/30/2013
526 SHERIDAN ST NW,20011," $299,900 "," $265,000 ", $-   ,3,1,1,1/31/2013
707 SHERIDAN ST NW,20011," $399,900 "," $389,000 "," $1,500 ",3,3,0,1/25/2013
3900 14TH ST NW ##407,20011," $269,900 "," $270,000 "," $2,605 ",1,1,0,1/31/2013
528 ROXBORO PL NW,20011," $249,000 "," $242,000 ", $-   ,3,1,1,1/21/2013
4313 4TH ST NW,20011," $579,700 "," $565,000 "," $6,357 ",3,3,1,1/15/2013
218 VARNUM ST NE,20011," $337,500 "," $335,000 "," $8,200 ",3,2,0,1/31/2013
1501 GALLATIN ST NW,20011," $899,000 "," $735,000 ", $-   ,3,3,0,1/24/2013
809 JEFFERSON ST NW,20011," $389,000 "," $389,000 "," $10,577 ",4,2,0,1/23/2013
1624 TAYLOR ST NW,20011," $972,900 "," $1,062,000 ", $-   ,4,3,0,1/9/2013
1300 TAYLOR ST NW #2,20011," $314,900 "," $315,000 "," $10,000 ",2,2,0,1/18/2013
5023 8TH ST NW,20011," $434,900 "," $415,000 "," $10,000 ",3,2,0,1/31/2013
3900 14TH ST NW #510,20011," $259,900 "," $269,900 "," $5,000 ",1,1,0,1/11/2013
5730 8TH ST NW,20011," $499,900 "," $499,900 "," $10,000 ",4,3,1,1/31/2013
