Address,Zip,List Price,Close Price,Subsidy,BRs,Bas,1/2 Bas,Close Date
2803 SHERMAN AVE NW,20001,"$465,000 ","$553,000 ",$0 ,4,3,2,1/15/2015
910 M ST NW #1101,20001,"$475,000 ","$475,000 ",$0 ,1,1,0,1/6/2015
440 L ST NW #713,20001,"$449,000 ","$460,000 ",$0 ,2,1,0,1/9/2015
2920 GEORGIA AVE NW #403,20001,"$549,900 ","$579,900 ",$0 ,2,2,0,1/21/2015
2920 GEORGIA AVE NW #402,20001,"$359,900 ","$359,900 ","$3,600 ",1,1,0,1/30/2015
65 P ST NW,20001,"$549,000 ","$540,000 ","$6,500 ",3,1,1,1/30/2015
2805 11TH ST NW,20001,"$625,000 ","$610,000 ",$0 ,3,2,0,1/21/2015
1421 1ST ST NW,20001,"$649,900 ","$645,000 ",$0 ,2,2,1,1/28/2015
219 R ST NW,20001,"$875,000 ","$875,000 ",$0 ,4,3,1,1/15/2015
450 M ST NW #2,20001,"$589,000 ","$645,000 ",$200 ,2,2,0,1/23/2015
450 M ST NW #3,20001,"$599,000 ","$634,000 ","$18,000 ",2,2,0,1/23/2015
2024 10TH ST NW,20001,"$600,000 ","$600,000 ",$0 ,2,1,1,1/20/2015
2920 GEORGIA AVE NW #407,20001,"$539,900 ","$539,900 ",$0 ,2,2,0,1/9/2015
1846 8TH ST NW,20001,"$595,000 ","$595,000 ",$0 ,3,1,1,1/20/2015
437 NEW YORK AVE NW #1206,20001,"$489,900 ","$485,000 ","$5,000 ",1,1,0,1/30/2015
315 ELM ST NW,20001,"$737,337 ","$750,000 ","$18,762 ",3,1,1,1/22/2015
59 R ST NW,20001,"$874,900 ","$905,000 ",$0 ,4,3,1,1/28/2015
1732 1ST ST NW,20001,"$825,000 ","$775,000 ","$25,000 ",5,3,1,1/30/2015
2920 GEORGIA AVE NW #104,20001,"$369,900 ","$389,000 ",$0 ,1,1,0,1/30/2015
555 MASSACHUSETTS AVE NW #803,20001,"$585,000 ","$605,000 ",$0 ,2,2,0,1/30/2015
925 FRENCH ST NW,20001,"$833,500 ","$833,500 ",$0 ,2,2,1,1/21/2015
919 FLORIDA AVE NW #106,20001,"$449,500 ","$439,000 ",$0 ,1,1,0,1/28/2015
919 S ST NW,20001,"$1,215,000 ","$1,215,000 ",$0 ,4,3,0,1/23/2015
811 4TH ST NW #1210,20001,"$563,000 ","$563,000 ","$3,150 ",2,2,0,1/30/2015
20 FLORIDA AVE NE,20002,"$459,900 ","$389,000 ",$0 ,3,1,1,1/27/2015
921 12TH ST NE,20002,"$850,000 ","$815,000 ","$24,000 ",5,5,0,1/23/2015
1409 G ST NE #1,20002,"$279,900 ","$280,000 ",$0 ,1,1,0,1/1/2015
1831 2ND ST NE #207,20002,"$171,000 ","$171,000 ",$0 ,1,1,0,1/6/2015
1731 LYMAN PL NE,20002,"$260,000 ","$234,000 ",$0 ,2,1,1,1/14/2015
2029 BENNING RD NE,20002,"$649,000 ","$625,000 ",$0 ,3,3,2,1/27/2015
305 C ST NE #409,20002,"$345,000 ","$342,500 ",$0 ,1,1,0,1/15/2015
253 10TH ST NE,20002,"$799,999 ","$730,000 ",$0 ,3,1,1,1/30/2015
1133 5TH ST NE #2,20002,"$849,900 ","$829,000 ","$24,000 ",2,2,1,1/23/2015
232 S ST NE,20002,"$599,999 ","$570,000 ",$0 ,3,1,1,1/15/2015
1433 MARYLAND AVE NE,20002,"$549,000 ","$549,000 ","$10,980 ",3,1,1,1/20/2015
606 13TH ST NE,20002,"$585,000 ","$597,000 ",$0 ,3,2,1,1/23/2015
2414 NORTH CAPITOL ST NW #1,20002,"$599,000 ","$599,000 ","$14,500 ",3,3,0,1/2/2015
828 20TH ST NE,20002,"$424,900 ","$425,000 ","$13,250 ",3,2,0,1/30/2015
1345 QUEEN ST NE,20002,"$399,000 ","$375,000 ","$10,000 ",3,1,1,1/5/2015
252 10TH ST NE,20002,"$789,000 ","$780,000 ","$3,700 ",3,1,1,1/12/2015
1116 C ST NE #201,20002,"$450,000 ","$440,000 ",$0 ,2,1,0,1/9/2015
49 T ST NE #1,20002,"$539,000 ","$530,000 ",$0 ,3,2,1,1/9/2015
429 18TH ST NE #5,20002,"$275,000 ","$285,000 ","$8,500 ",3,2,0,1/23/2015
304 OKLAHOMA AVE NE #4,20002,"$229,000 ","$230,000 ","$7,000 ",1,1,0,1/29/2015
23 15TH ST NE,20002,"$895,000 ","$828,000 ",$0 ,3,3,1,1/5/2015
1027 7TH ST NE,20002,"$749,900 ","$760,000 ","$4,525 ",4,2,1,1/15/2015
629 F ST NE,20002,"$1,089,000 ","$1,089,000 ",$0 ,3,2,1,1/20/2015
617 16TH ST NE,20002,"$579,900 ","$599,900 ","$10,200 ",3,2,1,1/5/2015
333 2ND ST NE #306,20002,"$329,900 ","$334,000 ","$6,000 ",1,1,0,1/20/2015
517 8TH ST NE,20002,"$885,000 ","$901,000 ",$0 ,4,2,1,1/22/2015
21 16TH ST NE,20002,"$435,000 ","$458,000 ",$0 ,2,1,0,1/5/2015
664 E ST NE,20002,"$685,000 ","$760,000 ","$5,000 ",3,1,2,1/9/2015
1269 MORSE ST NE,20002,"$585,000 ","$500,000 ",$0 ,4,2,0,1/11/2015
301 K ST NE #2,20002,"$799,000 ","$750,000 ",$0 ,2,2,1,1/15/2015
301 K ST NE #1,20002,"$599,000 ","$625,000 ",$0 ,2,2,0,1/30/2015
155 U ST NE,20002,"$675,000 ","$675,000 ",$0 ,4,3,1,1/9/2015
615 11TH ST NE,20002,"$500,000 ","$586,000 ",$0 ,3,2,0,1/30/2015
1006 MARYLAND AVE NE,20002,"$705,000 ","$650,000 ",$0 ,4,2,0,1/31/2015
915 6TH ST NE,20002,"$635,000 ","$650,000 ",$0 ,4,2,0,1/7/2015
1409 G ST NE #23,20002,"$469,000 ","$465,000 ",$0 ,2,2,0,1/11/2015
1629 L ST NE #105,20002,"$230,000 ","$241,000 ",$0 ,1,1,0,1/30/2015
904 CONSTITUTION AVE NE,20002,"$975,000 ","$1,000,000 ",$0 ,4,2,1,1/20/2015
1148 MORSE ST NE,20002,"$583,300 ","$583,300 ","$7,000 ",3,3,1,1/9/2015
1385 FLORIDA AVE NE,20002,"$749,000 ","$775,000 ",$0 ,3,3,0,1/16/2015
1301 TRINIDAD AVE NE,20002,"$749,900 ","$765,000 ",$0 ,4,3,1,1/29/2015
1326 LEVIS ST NE,20002,"$498,000 ","$525,000 ",$0 ,3,3,1,1/26/2015
758 18TH ST NE,20002,"$424,990 ","$417,000 ",$7 ,3,1,1,1/30/2015
1405 MONTELLO AVE NE,20002,"$425,000 ","$425,000 ",$0 ,4,2,1,1/16/2015
12 S ST NE #3,20002,"$425,000 ","$445,000 ",$0 ,2,2,0,1/30/2015
1304 F ST NE,20002,"$396,000 ","$450,000 ",$0 ,3,1,1,1/27/2015
115 QUINCY PL NE,20002,"$549,900 ","$610,000 ",$0 ,3,2,0,1/23/2015
919 EAST CAPITOL ST SE,20003,"$1,500,000 ","$1,400,000 ",$0 ,5,3,1,1/7/2015
1627 MASSACHUSETTS AVE SE #303,20003,"$224,900 ","$225,000 ","$2,500 ",1,1,0,1/23/2015
1001 EAST CAPITOL ST SE,20003,"$669,000 ","$669,000 ",$0 ,2,2,0,1/6/2015
303 K ST SE,20003,"$574,999 ","$560,000 ","$10,000 ",2,2,0,1/30/2015
1414 A ST SE #2,20003,"$475,000 ","$484,375 ","$19,375 ",2,1,0,1/30/2015
245 15TH ST SE #204,20003,"$439,000 ","$439,000 ","$10,000 ",2,2,0,1/12/2015
1623 D ST SE #1,20003,"$629,900 ","$617,500 ",$0 ,2,2,1,1/23/2015
1623 D ST SE #2,20003,"$599,900 ","$590,000 ",$0 ,2,2,0,1/23/2015
1000 NEW JERSEY AVE SE #610,20003,"$315,000 ","$310,000 ",$0 ,1,1,0,1/27/2015
1843 A ST SE #1,20003,"$599,000 ","$599,000 ",$0 ,3,2,1,1/29/2015
724-1/2 11TH ST SE,20003,"$699,000 ","$670,000 ","$1,000 ",2,2,1,1/15/2015
1826 BAY ST SE,20003,"$574,990 ","$570,000 ","$17,100 ",2,2,0,1/20/2015
423 7TH ST SE,20003,"$1,399,900 ","$1,375,000 ",$0 ,3,3,1,1/29/2015
1328 EAST CAPITOL ST NE,20003,"$1,650,000 ","$1,590,500 ",$0 ,5,4,1,1/15/2015
110 18TH ST SE,20003,"$774,900 ","$765,000 ",$0 ,4,3,1,1/12/2015
1732 MASSACHUSETTS AVE SE,20003,"$889,000 ","$878,000 ",$0 ,4,4,1,1/12/2015
127 18TH ST SE,20003,"$738,500 ","$740,000 ",$0 ,4,2,1,1/2/2015
1025 1ST ST SE #1314,20003,"$475,000 ","$465,000 ",$0 ,1,1,0,1/30/2015
259 KENTUCKY AVE SE,20003,"$539,000 ","$680,600 ",$0 ,3,2,1,1/10/2015
1606 A ST SE #2,20003,"$699,900 ","$690,000 ",$0 ,3,2,1,1/28/2015
1741 A ST SE,20003,"$650,000 ","$658,000 ","$15,000 ",3,2,0,1/23/2015
1448 CAPITOL ST NE #1448,20003,"$524,495 ","$522,000 ",$0 ,2,2,1,1/9/2015
1228 WALTER ST SE,20003,"$649,900 ","$684,730 ",$0 ,2,1,2,1/13/2015
1025 1ST ST SE #1416,20003,"$629,000 ","$610,000 ",$0 ,2,2,0,1/29/2015
947 14TH ST SE,20003,"$699,000 ","$706,000 ",$0 ,4,3,0,1/9/2015
1000 NEW JERSEY AVE SE #528,20003,"$399,000 ","$399,000 ",$0 ,2,1,0,1/22/2015
912 F ST NW #300,20004,"$499,000 ","$495,500 ",$0 ,1,1,1,1/13/2015
912 F ST NW #900,20004,"$564,900 ","$550,000 ",$0 ,1,1,1,1/16/2015
801 PENNSYLVANIA AVE NW #1005,20004,"$389,000 ","$360,000 ",$0 ,1,1,0,1/2/2015
1300 N ST NW #617,20005,"$394,900 ","$389,000 ",$0 ,1,1,0,1/16/2015
1239 VERMONT AVE NW #304,20005,"$339,900 ","$334,000 ","$9,684 ",1,1,0,1/22/2015
1300 N ST NW #716,20005,"$399,000 ","$399,000 ","$1,125 ",1,1,0,1/16/2015
1150 K ST NW #1003,20005,"$449,000 ","$474,000 ",$0 ,1,1,0,1/23/2015
1309 P ST NW #PH6,20005,"$1,059,000 ","$1,005,000 ",$0 ,2,2,0,1/21/2015
1420 N ST NW #616,20005,"$309,000 ","$294,000 ",$375 ,1,1,0,1/23/2015
1450 CHURCH ST NW #302,20005,"$649,900 ","$640,000 ",$428 ,2,2,0,1/20/2015
1133 14TH ST NW #202,20005,"$425,000 ","$425,000 ",$0 ,1,1,0,1/29/2015
1400 CHURCH ST NW #410,20005,"$599,900 ","$645,000 ",$0 ,1,1,0,1/29/2015
1515 15TH ST NW #614,20005,"$739,000 ","$750,000 ",$0 ,2,2,0,1/30/2015
2030 F ST NW #107,20006,"$195,000 ","$185,000 ","$5,000 ",0,1,0,1/7/2015
2030 F ST NW #408,20006,"$199,000 ","$199,000 ",$0 ,0,1,0,1/28/2015
1015 33RD ST NW #601,20007,"$675,000 ","$650,000 ",$0 ,2,1,1,1/16/2015
1015 33RD ST NW #409,20007,"$515,000 ","$495,000 ",$0 ,1,1,1,1/16/2015
3053 Q ST NW,20007,"$2,495,000 ","$2,350,000 ",$0 ,4,4,1,1/5/2015
2111 WISCONSIN AVE NW #616,20007,"$449,900 ","$449,000 ",$0 ,2,1,0,1/31/2015
2111 WISCONSIN AVE NW #204,20007,"$339,900 ","$340,000 ","$3,140 ",1,1,0,1/8/2015
2720 WISCONSIN AVE NW #405,20007,"$275,000 ","$262,500 ",$0 ,1,1,0,1/28/2015
4436 Q ST NW,20007,"$809,000 ","$822,500 ",$0 ,3,3,0,1/28/2015
2111 WISCONSIN AVE NW #109,20007,"$578,000 ","$563,000 ",$0 ,2,2,0,1/26/2015
1679 35TH ST NW,20007,"$1,550,000 ","$1,400,000 ",$0 ,4,4,0,1/30/2015
2325 42ND ST NW #407,20007,"$249,000 ","$249,000 ",$0 ,1,1,0,1/7/2015
3028 O ST NW,20007,"$1,875,000 ","$1,805,000 ",$0 ,4,3,1,1/16/2015
3828 FULTON ST NW,20007,"$1,190,000 ","$1,100,000 ",$0 ,4,3,1,1/15/2015
4602 FOXHALL CRES NW,20007,"$1,585,000 ","$1,450,000 ",$0 ,4,4,1,1/19/2015
4620 FOXHALL CRES NW,20007,"$1,985,000 ","$1,950,000 ","$10,000 ",4,4,1,1/6/2015
3520 W PL NW #101,20007,"$219,000 ","$200,000 ",$500 ,1,1,0,1/5/2015
1667 35TH ST NW,20007,"$1,425,000 ","$1,460,000 ",$0 ,4,3,0,1/28/2015
3002 R ST NW,20007,"$1,695,000 ","$1,695,000 ",$0 ,4,3,0,1/23/2015
2821 38TH ST NW,20007,"$1,195,000 ","$1,165,000 ",$0 ,3,3,1,1/22/2015
3722 T ST NW,20007,"$1,299,000 ","$1,240,000 ",$0 ,3,3,1,1/15/2015
3030 K ST NW #PH-303,20007,"$2,600,000 ","$2,250,000 ",$0 ,2,2,0,1/13/2015
4840 MACARTHUR BLVD NW #608,20007,"$375,000 ","$365,000 ","$5,000 ",1,1,0,1/30/2015
2320 WISCONSIN AVE NW #101,20007,"$369,999 ","$365,000 ","$5,000 ",1,1,0,1/9/2015
1510 26TH ST NW,20007,"$1,995,000 ","$1,800,000 ","$4,000 ",3,2,1,1/21/2015
1511 33RD ST NW,20007,"$1,850,000 ","$1,700,000 ",$0 ,4,3,2,1/23/2015
3633 WINFIELD LN NW,20007,"$1,695,000 ","$1,562,500 ",$0 ,4,4,1,1/30/2015
3618 T ST NW,20007,"$869,000 ","$869,000 ",$0 ,3,2,0,1/7/2015
3522 P ST NW,20007,"$800,000 ","$787,500 ","$10,000 ",1,1,1,1/15/2015
1318 33RD ST NW,20007,"$1,850,000 ","$1,850,000 ",$0 ,3,2,0,1/16/2015
3257 O ST NW,20007,"$3,200,000 ","$3,150,000 ",$0 ,4,3,1,1/16/2015
1316 33RD ST NW,20007,"$2,000,000 ","$2,000,000 ",$3 ,3,2,0,1/23/2015
3303 WATER ST NW #5C,20007,"$1,480,000 ","$1,480,000 ",$0 ,2,2,0,1/30/2015
2126 CONNECTICUT AVE NW #9,20008,"$549,000 ","$529,000 ","$17,800 ",2,2,0,1/5/2015
2206 KALORAMA RD NW,20008,"$4,295,000 ","$3,900,000 ",$0 ,7,6,1,1/8/2015
3020 PORTER ST NW #203,20008,"$290,000 ","$287,000 ","$7,000 ",1,1,0,1/30/2015
2501 CALVERT ST NW #505,20008,"$330,000 ","$300,000 ","$4,000 ",1,1,0,1/6/2015
2225 CALIFORNIA ST NW #202,20008,"$1,295,000 ","$1,375,000 ",$0 ,3,2,1,1/2/2015
4700 CONNECTICUT AVE NW #202,20008,"$510,000 ","$500,000 ",$0 ,2,1,0,1/15/2015
2153 CALIFORNIA ST NW #607,20008,"$319,000 ","$310,000 ",$0 ,1,1,0,1/16/2015
3312 LOWELL ST NW,20008,"$2,250,000 ","$2,100,000 ",$0 ,5,4,1,1/30/2015
3620 CONNECTICUT AVE NW #8,20008,"$244,900 ","$248,000 ","$5,000 ",1,1,0,1/9/2015
3001 PORTER ST NW #303,20008,"$269,000 ","$269,000 ","$4,750 ",1,1,0,1/28/2015
3205 CLEVELAND AVE NW,20008,"$1,769,000 ","$1,750,000 ","$1,500 ",5,3,2,1/16/2015
2852 MCGILL TER NW,20008,"$5,850,000 ","$5,600,000 ",$0 ,5,6,3,1/9/2015
4910 32ND ST NW,20008,"$1,495,000 ","$1,350,000 ",$0 ,6,3,1,1/9/2015
3001 VEAZEY TER NW #704,20008,"$255,000 ","$255,000 ",$0 ,1,1,0,1/28/2015
4600 CONNECTICUT AVE NW #921,20008,"$379,000 ","$379,000 ",$0 ,2,2,0,1/9/2015
3317 CLEVELAND AVE NW,20008,"$1,450,000 ","$1,450,000 ",$0 ,3,4,1,1/12/2015
3223 CATHEDRAL AVE NW,20008,"$1,199,000 ","$1,199,000 ","$2,500 ",4,4,1,1/12/2015
4707 CONNECTICUT AVE NW #507,20008,"$424,900 ","$424,900 ",$0 ,1,1,0,1/13/2015
1835 PHELPS PL NW #31,20008,"$450,000 ","$440,000 ",$0 ,1,1,0,1/2/2015
2029 CONNECTICUT AVE NW #4,20008,"$995,000 ","$995,000 ",$0 ,1,2,0,1/5/2015
3044 RODMAN ST NW,20008,"$723,000 ","$723,000 ",$0 ,3,2,1,1/27/2015
2225 CALIFORNIA ST NW #PENTHOUSE 1,20008,"$1,495,000 ","$1,510,000 ",$0 ,2,3,1,1/29/2015
2225 CALIFORNIA ST NW #402,20008,"$1,249,900 ","$1,314,900 ",$0 ,3,2,1,1/29/2015
2225 CALIFORNIA ST NW #101,20008,"$599,000 ","$617,120 ",$0 ,1,1,1,1/29/2015
1461 CHAPIN ST NW,20009,"$1,320,000 ","$1,100,000 ",$0 ,5,3,1,1/23/2015
2301 CHAMPLAIN ST NW #111,20009,"$405,000 ","$405,000 ",$0 ,2,2,0,1/20/2015
1801 16TH ST NW #107,20009,"$249,500 ","$249,500 ",$0 ,0,1,0,1/22/2015
1443 S ST NW #2,20009,"$1,195,000 ","$967,460 ",$0 ,2,1,1,1/15/2015
1420 CLIFTON ST NW #307,20009,"$275,000 ","$285,000 ","$3,750 ",1,1,0,1/9/2015
1309 FAIRMONT ST NW #B,20009,"$759,000 ","$740,000 ",$0 ,3,2,1,1/12/2015
1415 CHAPIN ST NW #102,20009,"$309,000 ","$305,000 ","$4,500 ",1,1,0,1/30/2015
1725 17TH ST NW #310,20009,"$429,900 ","$429,900 ",$0 ,1,1,0,1/28/2015
1901 WYOMING AVE NW #3,20009,"$235,000 ","$269,000 ",$0 ,1,1,0,1/2/2015
1930 18TH ST NW #45,20009,"$589,999 ","$570,000 ",$0 ,2,2,0,1/29/2015
2543 13TH ST NW #2,20009,"$775,000 ","$765,000 ",$0 ,2,3,0,1/6/2015
2034 HILLYER PL NW,20009,"$1,800,000 ","$1,800,000 ","$7,500 ",3,4,2,1/8/2015
1814 FLORIDA AVE NW,20009,"$824,900 ","$795,000 ","$3,250 ",3,2,1,1/16/2015
1669 COLUMBIA RD NW #T-1,20009,"$199,000 ","$199,000 ","$6,000 ",1,1,0,1/23/2015
1447 CHAPIN ST NW #205,20009,"$459,000 ","$455,000 ",$0 ,2,1,0,1/30/2015
1420 CLIFTON ST NW #401,20009,"$395,000 ","$385,000 ","$13,400 ",2,1,0,1/16/2015
2220 20TH ST NW #A,20009,"$400,000 ","$399,999 ",$0 ,2,1,0,1/6/2015
2331 ASHMEAD PL NW,20009,"$1,789,000 ","$1,764,000 ",$0 ,6,3,1,1/30/2015
1401 COLUMBIA RD NW #212,20009,"$197,000 ","$197,000 ","$3,000 ",0,1,0,1/2/2015
1431 CORCORAN ST NW #1,20009,"$599,000 ","$606,000 ",$0 ,2,2,0,1/5/2015
1431 CORCORAN ST NW #3,20009,"$699,000 ","$700,000 ",$0 ,2,2,0,1/8/2015
1438 CORCORAN ST NW,20009,"$1,995,000 ","$1,900,000 ",$0 ,4,4,1,1/7/2015
1700 17TH ST NW #506,20009,"$448,000 ","$445,000 ",$0 ,1,1,0,1/15/2015
2006 COLUMBIA RD NW #6,20009,"$549,900 ","$545,000 ","$2,000 ",3,1,0,1/14/2015
1900 15TH ST NW #5,20009,"$349,900 ","$341,700 ","$10,251 ",1,1,0,1/21/2015
1801 CLYDESDALE PL NW #413,20009,"$165,000 ","$165,000 ",$0 ,0,1,0,1/23/2015
1230 FAIRMONT ST NW #1,20009,"$659,900 ","$640,000 ",$0 ,2,2,1,1/15/2015
1230 FAIRMONT ST NW #2,20009,"$659,900 ","$680,000 ",$0 ,2,2,1,1/15/2015
1615 Q ST NW #1213,20009,"$345,000 ","$340,000 ","$1,000 ",1,1,0,1/5/2015
1901 COLUMBIA RD NW #205,20009,"$459,000 ","$459,000 ",$500 ,1,1,0,1/9/2015
1466 T ST NW,20009,"$755,000 ","$770,000 ",$0 ,2,1,0,1/30/2015
2301 CHAMPLAIN ST NW #T-09,20009,"$479,000 ","$470,000 ",$0 ,2,2,0,1/23/2015
1601 18TH ST NW #714,20009,"$299,000 ","$265,000 ",$0 ,0,1,0,1/22/2015
1435 CHAPIN ST NW #109,20009,"$599,000 ","$575,000 ",$0 ,2,2,0,1/27/2015
1715 15TH ST NW #38,20009,"$449,000 ","$449,000 ",$0 ,1,1,0,1/9/2015
"1401 COLUMBIA, NW RD NW #406",20009,"$329,000 ","$335,000 ",$0 ,1,1,0,1/16/2015
1822 VERNON ST NW #301,20009,"$379,000 ","$379,000 ","$4,000 ",1,1,0,1/21/2015
1617 RIGGS PL NW,20009,"$1,200,000 ","$1,200,000 ",$0 ,4,3,0,1/15/2015
3579 13TH ST NW #8 PH-2,20010,"$799,900 ","$781,000 ","$69,320 ",2,2,0,1/9/2015
3579 13TH ST NW #2,20010,"$499,900 ","$502,000 ","$4,512 ",2,2,0,1/12/2015
1457 PARK RD NW #306,20010,"$120,000 ","$120,000 ",$0 ,0,1,0,1/19/2015
1451 PARK RD NW #203,20010,"$319,900 ","$310,000 ","$10,000 ",1,1,0,1/12/2015
1428 MONROE ST NW #B,20010,"$674,555 ","$650,000 ",$0 ,3,2,1,1/16/2015
3500 13TH ST NW #508,20010,"$345,000 ","$332,000 ",$0 ,1,1,0,1/5/2015
1320 PARK RD NW #1,20010,"$499,000 ","$495,000 ",$500 ,2,2,0,1/22/2015
731 PRINCETON PL NW,20010,"$670,000 ","$665,000 ",$0 ,3,2,0,1/14/2015
3662 NEW HAMPSHIRE AVE NW,20010,"$649,000 ","$615,000 ",$0 ,3,1,1,1/9/2015
1861 MONROE ST NW,20010,"$869,000 ","$945,000 ",$0 ,4,2,1,1/9/2015
1830 IRVING ST NW,20010,"$895,777 ","$880,000 ",$0 ,4,2,1,1/26/2015
3540 ROCK CREEK CHURCH RD NW #204,20010,"$319,000 ","$319,000 ","$1,500 ",1,1,0,1/29/2015
3108 16TH ST NW,20010,"$595,000 ","$595,000 ",$0 ,3,2,1,1/12/2015
738 LONGFELLOW ST NW #414,20011,"$185,000 ","$183,000 ",$0 ,2,1,0,1/21/2015
830 MISSOURI AVE NW,20011,"$549,500 ","$535,000 ",$0 ,3,3,1,1/30/2015
251 HAWAII AVE NE,20011,"$249,900 ","$269,900 ",$0 ,2,1,1,1/23/2015
1215 INGRAHAM ST NW,20011,"$429,999 ","$380,000 ",$0 ,3,1,1,1/30/2015
5309 4TH ST NW,20011,"$399,999 ","$385,000 ","$10,000 ",3,2,1,1/8/2015
1307 RANDOLPH ST NW,20011,"$505,000 ","$640,000 ","$20,000 ",3,2,0,1/16/2015
1416 INGRAHAM ST NW,20011,"$610,000 ","$570,000 ",$0 ,4,2,1,1/29/2015
5019 7TH PL NW,20011,"$440,000 ","$424,000 ","$3,500 ",3,1,0,1/15/2015
522 OGLETHORPE ST NW,20011,"$610,000 ","$603,000 ","$7,000 ",4,3,1,1/29/2015
1400 SHERIDAN ST NW,20011,"$450,000 ","$429,000 ","$5,000 ",3,2,2,1/23/2015
604 LONGFELLOW ST NW #302,20011,"$235,000 ","$217,500 ","$5,000 ",2,2,0,1/6/2015
532 ONEIDA PL NW,20011,"$430,000 ","$440,000 ","$11,800 ",5,3,0,1/20/2015
4120 13TH ST NW,20011,"$649,900 ","$649,900 ",$0 ,3,2,1,1/9/2015
814 BUCHANAN ST NW,20011,"$499,900 ","$440,000 ",$0 ,4,2,1,1/28/2015
1617 MADISON ST NW,20011,"$1,450,000 ","$1,415,000 ",$0 ,5,4,2,1/16/2015
6316 EASTERN AVE NE,20011,"$599,900 ","$599,990 ","$3,900 ",4,3,0,1/29/2015
227 FARRAGUT ST NW,20011,"$564,900 ","$550,000 ",$0 ,4,3,1,1/12/2015
5813 8TH ST NE,20011,"$329,000 ","$329,000 ",$0 ,3,1,1,1/30/2015
1321 INGRAHAM ST NW,20011,"$625,000 ","$610,000 ","$2,500 ",3,3,1,1/23/2015
412 NICHOLSON ST NW,20011,"$450,000 ","$446,000 ","$12,000 ",3,1,1,1/8/2015
243 HAWAII AVE NE,20011,"$384,900 ","$370,000 ",$0 ,3,2,0,1/16/2015
732 TUCKERMAN ST NW,20011,"$419,900 ","$419,900 ","$1,000 ",2,1,1,1/30/2015
1427 MADISON ST NW,20011,"$550,000 ","$605,000 ",$0 ,6,2,1,1/6/2015
4124 5TH ST NW,20011,"$824,900 ","$825,000 ",$0 ,4,3,2,1/22/2015
714 VARNUM ST NW #2,20011,"$509,900 ","$525,000 ",$0 ,2,2,0,1/9/2015
714 VARNUM ST NW #3,20011,"$549,900 ","$580,000 ",$0 ,2,2,0,1/20/2015
4910 4TH ST NW,20011,"$599,999 ","$605,000 ","$7,500 ",4,3,1,1/5/2015
6019 7TH PL NW,20011,"$529,500 ","$529,500 ","$1,000 ",3,2,1,1/9/2015
912 SHEPHERD ST NW #201,20011,"$310,000 ","$305,000 ",$0 ,1,1,0,1/26/2015
5306 2ND ST NW,20011,"$389,900 ","$425,000 ","$9,750 ",4,2,1,1/9/2015
