Address,Zip,List Price,Close Price,Subsidy,BRs,Bas,1/2 Bas,Close Date
4712 RESERVOIR RD NW,20007,"$1,495,000 ","$1,450,000 ",$0 ,5,3,1,4/29/2011
3900 TUNLAW RD NW #413,20007,"$257,500 ","$254,000 ",$0 ,1,1,0,4/6/2011
1536 44TH ST NW,20007,"$1,529,000 ","$1,475,000 ",$0 ,5,3,1,4/5/2011
1609 SUTER LN NW,20007,"$1,495,000 ","$1,495,000 ",$0 ,4,2,1,4/14/2011
3419 O ST NW,20007,"$875,000 ","$865,000 ",$0 ,2,1,0,4/16/2011
3925 DAVIS PL NW #101,20007,"$258,000 ","$252,000 ",$250 ,1,1,0,4/8/2011
3610 T ST NW,20007,"$899,000 ","$865,000 ",$0 ,4,2,1,4/14/2011
2523 P ST NW,20007,"$1,595,000 ","$1,515,000 ",$0 ,3,3,1,4/29/2011
2001 37TH ST NW,20007,"$749,000 ","$764,000 ",$0 ,2,2,0,4/19/2011
4005 MANSION DR NW,20007,"$1,449,000 ","$1,430,000 ",$0 ,3,4,1,4/20/2011
1044 PAPER MILL CT NW #1044,20007,"$650,000 ","$650,000 ",$0 ,2,2,0,4/14/2011
1537 30TH ST NW #D32,20007,"$1,649,000 ","$1,600,000 ",$0 ,3,3,0,4/5/2011
4411 GREENWICH PKWY NW,20007,"$775,000 ","$775,000 ",$0 ,3,2,0,4/26/2011
3012 R ST NW #1/2,20007,"$749,900 ","$749,900 ",$0 ,2,1,1,4/20/2011
4545 MACARTHUR BLVD NW #G7,20007,"$263,800 ","$256,000 ",$0 ,1,1,0,4/15/2011
2432 39TH PL NW,20007,"$880,000 ","$905,000 ",$0 ,3,2,1,4/12/2011
2007 48TH ST NW,20007,"$2,485,000 ","$2,575,000 ",$0 ,5,4,1,4/8/2011
3424 RESERVOIR RD NW,20007,"$849,000 ","$800,000 ","$3,000 ",2,1,1,4/22/2011
2605 O ST NW #1,20007,"$398,500 ","$394,500 ",$0 ,1,1,0,4/13/2011
3819 DAVIS PL NW #5,20007,"$299,900 ","$300,000 ","$1,500 ",1,1,0,4/26/2011
3540 W PL NW,20007,"$839,000 ","$864,519 ",$0 ,3,2,1,4/22/2011
2320 WISCONSIN AVE NW #312,20007,"$399,900 ","$410,000 ",$0 ,1,1,0,4/23/2011
3626 PROSPECT ST NW,20007,"$1,995,000 ","$1,751,000 ",$0 ,4,2,2,4/27/2011
1528 26TH ST NW,20007,"$699,500 ","$692,000 ",$0 ,2,1,0,4/23/2011
2325 42ND ST NW #219,20007,"$375,000 ","$390,000 ",$0 ,2,1,0,4/21/2011
2803 OLIVE ST NW,20007,"$725,000 ","$733,500 ",$0 ,2,1,1,4/27/2011
4461 GREENWICH PKWY NW,20007,"$862,000 ","$862,000 ",$0 ,2,3,0,4/2/2011
3715 S ST NW,20007,"$849,000 ","$872,500 ",$0 ,4,2,0,4/28/2011
3058 R ST NW,20007,"$3,495,000 ","$3,250,000 ",$0 ,4,4,1,4/19/2011
2500 Q ST NW #414,20007,"$570,000 ","$565,000 ",$0 ,2,2,0,3/31/2011
3811 W ST NW,20007,"$840,000 ","$850,000 ",$0 ,3,2,0,4/14/2011
2346 S ST NW,20008,"$3,990,000 ","$3,900,000 ",$0 ,5,6,3,4/5/2011
2700 BRANDYWINE ST NW,20008,"$1,274,900 ","$1,275,000 ",$0 ,4,3,1,4/12/2011
3701 CONNECTICUT AVE NW #108,20008,"$260,000 ","$245,000 ",$500 ,1,1,0,4/19/2011
3901 CONNECTICUT AVE NW #108,20008,"$719,000 ","$680,000 ",$0 ,3,2,0,4/23/2011
2123 CALIFORNIA ST NW #C5,20008,"$539,000 ","$538,000 ",$0 ,2,1,1,4/6/2011
4600 CONNECTICUT AVE NW #524,20008,"$550,000 ","$540,000 ",$0 ,3,2,0,4/27/2011
3002 PORTER ST NW,20008,"$935,000 ","$943,000 ",$0 ,3,2,1,4/2/2011
2912 ALBEMARLE ST NW,20008,"$1,695,000 ","$1,700,000 ","$7,500 ",7,4,1,4/23/2011
2120 BANCROFT PL NW,20008,"$2,100,000 ","$2,100,000 ",$0 ,7,3,1,4/12/2011
2501 CALVERT ST NW #407,20008,"$449,900 ","$455,000 ","$5,000 ",2,2,0,4/2/2011
2844 27TH ST NW,20008,"$1,299,000 ","$1,275,000 ",$0 ,5,3,0,4/7/2011
3310 27TH ST NW #11,20008,"$350,000 ","$350,000 ",$0 ,1,1,0,4/5/2011
5112 CONNECTICUT AVE NW #109,20008,"$219,000 ","$217,000 ","$6,000 ",1,1,0,4/28/2011
2903 32ND ST NW,20008,"$1,995,000 ","$1,900,000 ",$0 ,4,3,2,4/29/2011
2501 CALVERT ST NW #510,20008,"$479,000 ","$473,000 ",$0 ,2,2,0,4/29/2011
2737 DEVONSHIRE PL NW #26,20008,"$479,000 ","$474,000 ",$0 ,2,2,0,4/29/2011
5112 CONNECTICUT AVE NW #209,20008,"$245,000 ","$237,000 ",$0 ,1,1,0,4/27/2011
3001 VEAZEY TER NW #1618,20008,"$305,000 ","$300,000 ",$0 ,1,1,0,4/27/2011
4025 CONNECTICUT AVE NW #102,20008,"$709,000 ","$715,000 ",$0 ,3,2,0,4/16/2011
3883 CONNECTICUT AVE NW #105,20008,"$685,000 ","$685,000 ",$0 ,2,2,0,4/27/2011
3701 CONNECTICUT AVE NW #805,20008,"$199,900 ","$215,000 ","$3,000 ",0,1,0,4/28/2011
3020 TILDEN ST NW #101,20008,"$599,000 ","$606,000 ",$0 ,2,2,0,4/20/2011
2737 DEVONSHIRE PL NW #14,20008,"$725,000 ","$725,000 ",$0 ,2,2,0,4/16/2011
2122 CALIFORNIA ST NW #258,20008,"$300,000 ","$317,500 ",$0 ,1,1,0,4/23/2011
2561 WATERSIDE DR NW,20008,"$795,000 ","$913,000 ",$0 ,4,3,0,4/27/2011
2939 VAN NESS ST NW #1135,20008,"$215,000 ","$210,000 ",$0 ,0,1,0,4/23/2011
4600 CONNECTICUT AVE NW #405,20008,"$435,000 ","$422,500 ",$0 ,2,2,0,4/26/2011
1820 KALORAMA SQ NW,20008,"$2,550,000 ","$2,300,000 ",$0 ,5,5,2,4/29/2011
3201 BROAD BRANCH TER NW,20008,"$1,185,000 ","$1,185,000 ",$0 ,4,4,0,4/12/2011
1425 W ST NW,20009,"$899,000 ","$939,000 ",$0 ,4,2,1,4/23/2011
2305 18TH ST NW #406,20009,"$289,000 ","$280,000 ",$0 ,1,1,0,4/9/2011
1108 COLUMBIA RD NW #103,20009,"$315,000 ","$324,450 ","$9,450 ",2,1,0,4/27/2011
1323 CLIFTON ST NW #22,20009,"$349,900 ","$346,000 ","$10,000 ",1,1,0,4/16/2011
1315 EUCLID ST NW,20009,"$935,000 ","$890,000 ",$0 ,6,3,0,4/14/2011
1931 12TH ST NW #B,20009,"$1,824,900 ","$1,825,900 ","$11,500 ",4,4,0,4/28/2011
1658 BEEKMAN PL NW #G1,20009,"$95,000 ","$97,000 ",$0 ,0,0,0,4/9/2011
1860 WYOMING AVE NW #5,20009,"$269,900 ","$269,900 ","$2,700 ",1,1,0,4/7/2011
1820 CLYDESDALE PL NW #204,20009,"$349,000 ","$345,000 ","$10,000 ",2,1,0,4/20/2011
1860 CLYDESDALE PL NW #401,20009,"$529,500 ","$526,500 ","$5,000 ",3,2,0,4/28/2011
1736 18TH ST NW #403,20009,"$675,000 ","$665,000 ",$0 ,2,2,0,4/1/2011
1615 Q ST NW #707,20009,"$432,000 ","$430,000 ","$10,000 ",2,1,0,4/26/2011
1300 EUCLID ST NW #3,20009,"$385,000 ","$370,000 ",$0 ,1,1,0,4/2/2011
1669 COLUMBIA RD NW #112,20009,"$165,000 ","$160,000 ",$0 ,0,1,0,4/9/2011
1701 16TH ST NW #221,20009,"$334,000 ","$334,000 ","$5,010 ",1,1,0,4/8/2011
1469 HARVARD ST NW #1,20009,"$379,900 ","$380,500 ",$0 ,1,1,0,4/2/2011
1469 HARVARD ST NW #3,20009,"$389,900 ","$389,900 ",$0 ,1,1,0,4/23/2011
1469 HARVARD ST NW #4,20009,"$549,900 ","$552,400 ","$1,043 ",2,2,0,4/7/2011
1469 HARVARD ST NW #2,20009,"$549,900 ","$549,900 ","$1,000 ",2,2,0,4/5/2011
1469 HARVARD ST NW #6,20009,"$499,900 ","$502,000 ","$2,000 ",1,1,1,4/9/2011
2611 ADAMS MILL RD NW #T6,20009,"$269,000 ","$268,000 ","$8,500 ",1,1,0,4/15/2011
1401 Q ST NW #601,20009,"$995,000 ","$998,000 ",$0 ,2,2,0,4/15/2011
1749 SWANN ST NW,20009,"$1,499,500 ","$1,440,000 ",$0 ,4,3,1,4/19/2011
1439 EUCLID ST NW #302,20009,"$194,500 ","$194,500 ","$2,000 ",0,1,0,4/12/2011
1324 S ST NW #A,20009,"$560,000 ","$590,000 ","$10,000 ",2,1,1,4/2/2011
2535 13TH ST NW #405,20009,"$550,000 ","$575,000 ",$0 ,2,1,1,4/29/2011
1726 LANIER PL NW #4,20009,"$435,000 ","$430,000 ",$0 ,1,1,0,4/8/2011
1726 LANIER PL NW #PH7,20009,"$699,000 ","$720,000 ",$0 ,2,2,0,4/8/2011
1623 LANIER PL NW #301,20009,"$595,000 ","$625,000 ",$0 ,2,2,0,4/7/2011
2656 15TH ST NW #105,20009,"$339,900 ","$358,000 ",$0 ,1,1,0,4/12/2011
1821 19TH ST NW,20009,"$1,995,000 ","$2,107,000 ",$0 ,6,5,1,4/29/2011
1723 Q ST NW #302,20009,"$599,000 ","$599,000 ","$3,900 ",1,1,0,4/15/2011
1840 VERNON ST NW #403,20009,"$799,900 ","$801,000 ",$0 ,3,2,0,4/28/2011
1464 HARVARD ST NW #13,20009,"$519,900 ","$512,500 ",$0 ,1,1,0,4/27/2011
1701 16TH ST NW ##332,20009,"$372,500 ","$372,500 ","$7,000 ",1,1,0,4/29/2011
2440 16TH ST NW #325,20009,"$335,000 ","$339,000 ","$8,550 ",1,1,0,4/8/2011
2125 14TH ST NW #532,20009,"$689,000 ","$735,000 ",$0 ,2,2,0,4/1/2011
1701 16TH ST NW #808,20009,"$224,900 ","$224,900 ","$2,500 ",0,1,0,4/6/2011
1610 13TH ST NW,20009,"$1,400,000 ","$1,367,000 ",$0 ,3,4,1,4/1/2011
1937 CALVERT ST NW #C,20009,"$465,000 ","$478,000 ",$0 ,2,1,0,4/14/2011
2125 14TH ST NW #627,20009,"$359,000 ","$359,000 ",$0 ,0,1,0,4/8/2011
1701 16TH ST NW #722,20009,"$375,000 ","$367,000 ",$0 ,1,1,0,4/22/2011
2301 CHAMPLAIN ST NW #107,20009,"$359,900 ","$375,000 ",$0 ,1,1,0,4/9/2011
1840 VERNON ST NW #103,20009,"$629,000 ","$706,000 ",$0 ,3,2,0,4/16/2011
1610 BELMONT ST NW #B,20009,"$765,000 ","$851,000 ",$0 ,3,2,1,4/15/2011
1421 COLUMBIA RD NW #203,20009,"$399,000 ","$423,200 ",$0 ,2,1,0,4/9/2011
1342 GIRARD ST NW,20009,"$999,000 ","$1,056,000 ",$0 ,3,2,1,4/13/2011
1910 KALORAMA RD NW #204,20009,"$449,900 ","$460,000 ",$0 ,1,1,0,4/14/2011
1816 NEW HAMPSHIRE AVE NW #309,20009,"$314,175 ","$314,175 ",$0 ,1,1,0,4/2/2011
1427 CLIFTON ST NW #4,20009,"$614,495 ","$642,000 ",$0 ,2,2,0,4/9/2011
2125 14TH ST NW #302W,20009,"$925,000 ","$980,250 ",$0 ,3,2,1,4/9/2011
1830 17TH ST NW #305,20009,"$399,000 ","$443,000 ",$0 ,1,1,0,4/8/2011
1390 V ST NW #422,20009,"$399,900 ","$410,500 ",$0 ,1,1,0,4/14/2011
1800 R ST NW #608,20009,"$475,000 ","$475,000 ",$0 ,1,1,1,4/16/2011
2656 15TH ST NW #C1,20009,"$375,000 ","$391,500 ",$0 ,2,1,0,4/8/2011
1401 COLUMBIA RD NW #208,20009,"$199,000 ","$205,000 ",$0 ,0,1,0,4/16/2011
1308 BELMONT ST NW #2,20009,"$620,000 ","$635,000 ",$0 ,2,2,0,4/9/2011
1312 S ST NW,20009,"$849,555 ","$980,000 ",$0 ,3,1,0,4/6/2011
1613 HARVARD ST NW #115,20009,"$499,900 ","$511,900 ",$0 ,2,1,0,4/16/2011
1390 V ST NW #303,20009,"$499,000 ","$505,000 ",$0 ,1,1,0,4/7/2011
1930 18TH ST NW #31,20009,"$379,000 ","$379,000 ","$1,000 ",1,1,0,4/22/2011
1701 16TH ST NW #711,20009,"$499,000 ","$499,000 ",$0 ,2,1,0,4/21/2011
1634 14TH ST NW #203,20009,"$667,500 ","$699,000 ",$0 ,2,2,0,4/21/2011
2125 14TH ST NW #229,20009,"$389,900 ","$390,000 ",$800 ,1,1,0,4/23/2011
1863 KALORAMA RD NW #4B,20009,"$449,000 ","$481,100 ",$0 ,1,1,0,4/14/2011
2200 17TH ST NW #107,20009,"$599,900 ","$635,000 ",$0 ,2,1,1,4/14/2011
2627 ADAMS MILL RD NW #403,20009,"$435,000 ","$439,500 ",$0 ,1,1,0,4/29/2011
1915 16TH ST NW #802,20009,"$495,000 ","$515,000 ",$0 ,2,1,0,4/27/2011
1423 COLUMBIA RD NW #4,20009,"$699,900 ","$699,900 ","$10,000 ",2,2,0,4/28/2011
1824 S ST NW #101,20009,"$429,000 ","$435,000 ",$500 ,1,1,0,4/23/2011
1816 NEW HAMPSHIRE AVE NW #408,20009,"$399,900 ","$409,000 ",$0 ,1,1,0,4/12/2011
1625 16TH ST NW #203,20009,"$599,900 ","$599,900 ",$0 ,2,2,0,4/12/2011
1401 COLUMBIA RD NW #105,20009,"$399,000 ","$432,500 ",$0 ,2,1,0,4/15/2011
1401 Q ST NW #305,20009,"$999,900 ","$1,200,000 ",$0 ,2,2,1,4/28/2011
2100 19TH ST NW #206,20009,"$375,000 ","$403,500 ",$430 ,2,1,0,4/27/2011
1815 18TH ST NW #103,20009,"$535,000 ","$535,000 ","$15,000 ",2,1,1,4/23/2011
1600 15TH ST NW,20009,"$1,350,000 ","$1,350,000 ",$0 ,4,3,1,4/29/2011
1644 ARGONNE PL NW,20009,"$899,000 ","$949,000 ",$0 ,4,2,0,4/26/2011
1875 MINTWOOD PL NW #25,20009,"$295,000 ","$295,000 ","$5,350 ",1,1,0,4/26/2011
1401 COLUMBIA RD NW #305,20009,"$439,000 ","$450,000 ",$0 ,2,1,0,4/20/2011
2010 KALORAMA RD NW #506,20009,"$379,000 ","$385,000 ","$6,000 ",1,1,0,4/29/2011
1801 CLYDESDALE PL NW #103,20009,"$149,900 ","$153,000 ","$6,000 ",0,1,0,4/29/2011
1421 S ST NW,20009,"$1,298,000 ","$1,545,000 ",$0 ,5,2,1,4/22/2011
1845 KALORAMA RD NW #2,20009,"$484,900 ","$484,900 ",$0 ,2,1,0,4/23/2011
2009 BELMONT RD NW #101,20009,"$424,555 ","$441,000 ",$0 ,1,1,0,4/29/2011
1801 16TH ST NW #501,20009,"$553,750 ","$553,750 ",$0 ,1,1,0,4/5/2011
"1801 16TH ST NW #601, 605",20009,"$1,300,000 ","$1,300,000 ",$0 ,3,3,0,4/5/2011
1436 CHAPIN ST NW #G,20009,"$754,900 ","$754,900 ",$0 ,2,2,0,4/6/2011
2032 BELMONT RD NW #432,20009,"$265,000 ","$280,000 ","$8,400 ",1,1,0,4/29/2011
1828 15th NW,20009,"$1,350,000 ","$1,350,000 ",$0 ,3,2,0,4/28/2011
1901 COLUMBIA RD NW #204,20009,"$279,000 ","$279,000 ","$5,000 ",1,1,0,4/14/2011
1209 S ST NW,20009,"$1,995,000 ","$2,000,000 ",$0 ,4,4,1,4/29/2011
1001 MONROE ST NW,20010,"$1,650,000 ","$1,450,000 ",$0 ,1,1,4,3/31/2011
1390 KENYON ST NW #414,20010,"$558,000 ","$555,770 ","$16,673 ",2,2,0,4/5/2011
1007 LAMONT ST NW,20010,"$424,999 ","$408,000 ","$8,000 ",2,1,1,4/19/2011
3223 11TH ST NW,20010,"$829,000 ","$805,000 ",$0 ,5,2,1,4/29/2011
1430 PERRY PL NW,20010,"$799,000 ","$782,250 ","$5,000 ",4,3,1,4/16/2011
3519 14TH ST NW #1,20010,"$449,000 ","$439,000 ",$0 ,2,2,0,4/6/2011
830 OTIS PL NW,20010,"$550,000 ","$550,000 ",$0 ,3,1,0,4/20/2011
1451 PARK RD NW #113,20010,"$405,000 ","$405,000 ","$10,000 ",2,1,0,4/2/2011
3125 WARDER ST NW,20010,"$595,000 ","$595,000 ","$13,000 ",3,1,1,4/2/2011
1647 NEWTON ST NW,20010,"$825,000 ","$775,000 ",$0 ,4,2,0,4/22/2011
526 KENYON ST NW #303,20010,"$230,000 ","$221,000 ","$5,000 ",2,1,0,4/20/2011
1249 KENYON ST NW #1,20010,"$549,000 ","$560,000 ",$0 ,2,2,0,4/9/2011
1354 MONROE ST NW #A,20010,"$549,900 ","$570,000 ",$0 ,2,2,0,3/31/2011
706 ROCK CREEK CHURCH RD NW,20010,"$800,000 ","$659,000 ",$0 ,7,3,0,4/2/2011
772 IRVING ST NW,20010,"$519,500 ","$565,583 ",$0 ,2,1,1,4/1/2011
3519 14TH ST NW #3,20010,"$459,000 ","$459,000 ",$0 ,2,2,0,4/12/2011
3500 13TH ST NW #408,20010,"$330,000 ","$330,000 ",$0 ,1,1,0,4/1/2011
3314 MOUNT PLEASANT ST NW #37,20010,"$216,000 ","$216,000 ","$4,000 ",0,1,0,4/2/2011
3320 NEW HAMPSHIRE AVE NW #2,20010,"$829,900 ","$804,950 ",$0 ,2,2,1,4/19/2011
759 QUEBEC PL NW,20010,"$659,900 ","$759,000 ",$0 ,4,2,0,4/7/2011
1372 MONROE ST NW #A,20010,"$599,900 ","$601,900 ",$0 ,2,2,0,4/13/2011
3318 SHERMAN NW #205,20010,"$375,000 ","$393,384 ",$0 ,2,1,0,4/29/2011
3212 18TH ST NW,20010,"$695,000 ","$727,000 ",$0 ,2,2,1,4/28/2011
3136 17TH ST NW,20010,"$979,900 ","$1,067,500 ",$0 ,4,3,0,4/1/2011
3426 16TH ST NW #T3,20010,"$349,900 ","$355,000 ","$7,100 ",2,2,0,4/9/2011
1708 NEWTON ST NW #303,20010,"$299,495 ","$303,000 ","$6,000 ",1,1,0,4/22/2011
1320 PARK RD NW #2,20010,"$619,000 ","$632,500 ",$0 ,2,2,0,4/20/2011
1448 SPRING RD NW,20010,"$699,555 ","$725,000 ",$0 ,4,2,0,4/16/2011
1805 KENYON ST NW,20010,"$999,900 ","$1,100,000 ",$0 ,6,3,1,4/28/2011
1437 SPRING RD NW #12,20010,"$368,900 ","$383,000 ",$0 ,2,1,0,4/26/2011
1417 PARKWOOD PL NW,20010,"$679,900 ","$687,000 ",$0 ,4,3,0,4/29/2011
1403 PERRY PL NW,20010,"$649,900 ","$660,000 ","$11,000 ",4,2,1,4/27/2011
3602 ROCK CREEK CHURCH RD NW #8,20010,"$325,000 ","$325,000 ",$400 ,1,1,0,4/29/2011
529 LAMONT ST NW #101,20010,"$379,000 ","$399,999 ",$0 ,3,1,0,4/9/2011
1615 KENYON ST NW #51,20010,"$489,000 ","$528,000 ",$0 ,2,1,0,4/29/2011
733 OTIS PL NW,20010,"$719,900 ","$700,000 ",$0 ,4,3,1,4/29/2011
434 MANOR PL NW,20010,"$660,000 ","$657,500 ","$2,500 ",3,2,0,4/9/2011
5231 8TH ST NW,20011,"$479,000 ","$450,000 ",$0 ,4,2,0,4/19/2011
609 LONGFELLOW ST NW,20011,"$350,000 ","$325,000 ",$0 ,4,2,0,4/26/2011
33 KENNEDY ST NW #101,20011,"$158,500 ","$158,500 ","$4,755 ",1,1,0,4/26/2011
5230 5232 NORTH CAPITOL ST NW #102,20011,"$135,000 ","$135,000 ",$0 ,2,1,0,4/15/2011
433 LONGFELLOW ST NW,20011,"$599,900 ","$610,000 ",$0 ,4,3,0,4/7/2011
700 OGLETHORPE ST NE,20011,"$270,000 ","$265,000 ",$0 ,3,1,2,4/14/2011
409 DELAFIELD PL NW,20011,"$399,000 ","$355,000 ",$0 ,3,1,0,4/15/2011
1235 ROCK CREEK FORD RD NW,20011,"$385,900 ","$370,000 ",$0 ,4,3,0,4/12/2011
3900 14TH ST NW #518,20011,"$399,900 ","$385,000 ",$0 ,2,1,0,4/23/2011
5314 7TH ST NW,20011,"$569,900 ","$570,000 ",$0 ,4,3,1,4/29/2011
1365 KENNEDY ST NW #208,20011,"$190,000 ","$180,000 ",$0 ,1,1,0,4/23/2011
1620 DECATUR ST NW,20011,"$849,000 ","$850,000 ","$8,638 ",3,2,2,4/23/2011
647 HAMILTON ST NW,20011,"$380,000 ","$350,000 ",$0 ,3,1,0,4/26/2011
5508 KANSAS AVE NW,20011,"$349,900 ","$365,000 ",$0 ,4,2,0,4/7/2011
520 SOMERSET PL NW,20011,"$375,000 ","$375,000 ","$11,250 ",3,2,0,4/8/2011
650 MADISON ST NE,20011,"$485,000 ","$485,000 ","$5,000 ",3,2,1,4/15/2011
1322 MISSOURI AVE NW #104,20011,"$284,200 ","$265,000 ",$0 ,2,2,0,4/28/2011
5516 4TH NE,20011,"$650,000 ","$640,000 ",$0 ,4,3,1,4/20/2011
4111 ILLINOIS AVE NW,20011,"$574,900 ","$560,000 ",$0 ,4,2,0,3/31/2011
423 KENNEDY ST NW,20011,"$550,000 ","$550,000 ",$0 ,4,4,0,4/21/2011
902 MADISON ST NW,20011,"$639,500 ","$629,000 ","$6,500 ",4,3,1,4/9/2011
3900 14TH ST NW #202,20011,"$324,900 ","$310,000 ",$0 ,1,1,0,4/2/2011
5611 5TH ST NW #1,20011,"$225,000 ","$225,000 ",$0 ,1,1,0,4/5/2011
4730 8TH ST NW,20011,"$472,999 ","$450,000 ","$3,500 ",3,1,1,4/29/2011
827 INGRAHAM ST NW,20011,"$595,000 ","$595,000 ","$17,850 ",3,3,0,4/28/2011
517 OGLETHORPE ST NE,20011,"$350,000 ","$350,000 ","$3,500 ",3,1,1,3/31/2011
324 TAYLOR ST NW,20011,"$350,000 ","$480,000 ",$0 ,3,1,1,4/28/2011
708 LONGFELLOW ST NW,20011,"$599,900 ","$618,000 ","$18,000 ",4,3,1,4/13/2011
5622 KANSAS AVE NW,20011,"$435,000 ","$415,000 ","$9,000 ",3,1,1,4/23/2011
5009 7TH ST NW,20011,"$425,000 ","$428,325 ","$4,000 ",3,2,0,4/23/2011
6308 7TH ST NW,20011,"$479,900 ","$467,000 ",$0 ,3,2,0,4/9/2011
449 DELAFIELD PL NW,20011,"$499,000 ","$550,000 ",$0 ,3,3,1,4/16/2011
5233 5TH ST NW,20011,"$345,000 ","$361,000 ",$0 ,2,1,1,4/12/2011
602 SHERIDAN ST NW,20011,"$589,900 ","$589,900 ",$0 ,3,3,1,4/15/2011
5416 7TH ST NW,20011,"$569,000 ","$574,535 ","$20,189 ",4,3,1,4/29/2011
5831 3RD PL NW,20011,"$524,500 ","$532,000 ",$0 ,3,2,0,4/9/2011
5611 5TH ST NW #35,20011,"$210,000 ","$215,000 ",$0 ,1,1,0,4/15/2011
611 QUINCY ST NW #1,20011,"$457,000 ","$450,000 ","$11,000 ",2,2,1,4/9/2011
5317 5TH ST NW,20011,"$625,000 ","$620,000 ","$4,500 ",3,3,1,4/9/2011
1241 SHEPHERD ST NW #3,20011,"$649,900 ","$649,900 ",$0 ,3,2,0,3/31/2011
1241 SHEPHERD ST NW #1,20011,"$549,900 ","$553,000 ",$0 ,3,2,0,4/9/2011
1531 UPSHUR ST NW,20011,"$849,500 ","$860,000 ",$0 ,4,3,1,4/2/2011
606 KENSINGTON PL NE,20011,"$444,950 ","$455,000 ",$0 ,3,2,1,4/16/2011
1715 SHEPHERD ST NW,20011,"$799,050 ","$780,000 ",$0 ,3,2,1,4/23/2011
1846 UPSHUR ST NW,20011,"$1,100,000 ","$1,085,000 ",$0 ,3,3,1,4/28/2011
1241 SHEPHERD ST NW #2,20011,"$574,900 ","$575,000 ",$0 ,3,2,0,4/2/2011
203 ROCK CREEK CHURCH RD NW,20011,"$599,000 ","$632,000 ",$0 ,3,2,0,4/9/2011
4521 ARKANSAS AVE NW,20011,"$599,000 ","$599,000 ",$250 ,3,2,1,4/2/2011
442 JEFFERSON ST NW,20011,"$649,999 ","$639,000 ",$0 ,4,3,1,4/23/2011
4314 18TH ST NW,20011,"$865,000 ","$950,000 ",$0 ,4,2,2,4/21/2011
1308 LONGFELLOW ST NW,20011,"$499,900 ","$470,000 ",$0 ,4,1,1,4/16/2011
4716 8TH ST NW,20011,"$649,900 ","$649,900 ","$5,000 ",3,3,1,4/29/2011
1422 MADISON ST NW,20011,"$989,000 ","$1,009,000 ","$18,750 ",5,3,1,4/29/2011
5803 3RD ST NE,20011,"$320,000 ","$320,000 ","$1,500 ",2,1,1,4/27/2011
619 JEFFERSON ST NW,20011,"$339,900 ","$380,000 ",$0 ,2,1,0,4/27/2011
1309 KENNEDY ST NW,20011,"$624,900 ","$622,000 ","$10,000 ",3,2,0,4/29/2011
3807 10TH ST NW,20011,"$749,000 ","$822,150 ",$0 ,3,2,1,4/13/2011
5119 CAPITOL ST NE,20011,"$449,880 ","$460,000 ","$5,000 ",3,2,0,4/23/2011
4916 ILLINOIS AVE NW,20011,"$639,000 ","$650,000 ",$0 ,3,2,1,4/20/2011
3821 14TH ST NW #PH8,20011,"$599,000 ","$599,000 ",$0 ,3,2,0,4/28/2011
5722 8TH ST NW,20011,"$649,900 ","$649,900 ",$0 ,4,3,1,4/28/2011
611 FARRAGUT ST NW,20011,"$350,000 ","$399,000 ",$0 ,3,2,0,4/29/2011
4509 ILLINOIS AVE NW,20011,"$725,000 ","$725,000 ",$0 ,4,3,1,4/23/2011
1315 ALLISON ST NW,20011,"$659,000 ","$675,000 ",$0 ,4,2,1,4/29/2011
1800 VARNUM ST NW,20011,"$970,000 ","$970,000 ",$0 ,5,2,0,4/12/2011
5242 COLORADO AVE NW,20011,"$739,000 ","$799,187 ",$0 ,4,2,1,4/29/2011
1334 RANDOLPH ST NW,20011,"$699,000 ","$729,000 ",$0 ,3,2,1,4/22/2011
8216 WEST BEACH DR NW,20012,"$829,900 ","$825,000 ","$5,000 ",3,3,0,4/9/2011
7421 BLAIR RD NW #7421,20012,"$424,900 ","$424,900 ","$5,300 ",3,3,1,4/14/2011
7216 7TH ST NW,20012,"$599,000 ","$617,000 ",$0 ,3,2,0,4/6/2011
7125 7TH ST NW,20012,"$869,999 ","$785,000 ","$23,550 ",5,3,1,4/14/2011
7330 14TH ST NW,20012,"$599,999 ","$595,000 ",$0 ,4,3,1,4/29/2011
343 CEDAR ST NW #10,20012,"$219,000 ","$232,990 ","$6,990 ",1,1,0,4/29/2011
1429 JUNIPER ST NW,20012,"$769,000 ","$860,000 ",$0 ,6,3,1,4/19/2011
1424 IRIS ST NW,20012,"$640,000 ","$670,000 ",$0 ,3,1,2,4/29/2011
29 UNDERWOOD ST NW,20012,"$339,999 ","$346,000 ","$5,000 ",2,1,0,4/29/2011
6725 PINEY BRANCH RD NW,20012,"$729,900 ","$729,900 ",$0 ,4,3,1,4/26/2011
3380 STEPHENSON PL NW,20015,"$680,000 ","$645,000 ",$0 ,4,2,1,4/13/2011
3810 MILITARY RD NW,20015,"$999,999 ","$980,000 ",$0 ,4,2,1,4/29/2011
3115 PATTERSON PL NW,20015,"$780,000 ","$777,000 ",$0 ,3,2,0,4/12/2011
4301 MILITARY RD NW #408,20015,"$599,000 ","$570,000 ",$0 ,2,2,0,4/23/2011
3939 MORRISON ST NW,20015,"$1,250,000 ","$1,360,000 ",$0 ,6,2,1,4/2/2011
6611 WESTERN AVE NW,20015,"$846,611 ","$921,500 ",$0 ,3,2,2,4/14/2011
3527 RUNNYMEDE PL NW,20015,"$1,149,000 ","$1,250,000 ",$0 ,4,3,1,4/5/2011
